,document,count_sents,all_passives,passive_count,passive_sents_count,passive_percentages,binary,doc_id,file_name,date
208,"Dear SIR,  I Was last Night shock'd with the melancholy News of the South East Part of Charles Town being burnt down on Tuesday How deplorable is the Condition of many there, that are in a few Hours reduc'd to want of Bread! Surely God's just Judgments are upon us  Is there Evil befallen to a City, and the Lord hath not done it?",2,being burnt,1,1,0.5,1,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
209,faith the Prophet.,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
210,"We have been harden'd under the Sunshine, the bounteous Dispensations of his Providence;",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
211,"and tho' for some Year's past, he hath at divers Times been scourging of us, by Drought;",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
212,by repeated Diseases on Man and Beast;,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
213,"by Insurrections of our Slaves , and lately by Bassling shamefully our Enterprize against our Enemy, so as to make us a ByWord and an Hissing among the Heathen that are round about us;",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
214,"yet we have not laid it to Heart to turn to HIM As are the People, so are the Priests: Every one seeking after Gain;",2,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
215,nourishing their Hearts as in a Day of Slaughter;,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
216,"and few, very few, say within themselves, wherefore hath the Lord done these Things?",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
217,Or turn to seek unto the Hand that hath smitten us.,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
218,"O! that this fiery Dispensation may now lead us to Repentance, and truly humble us before GOD, that the Fury of his Anger may turn away from us, and that we be not utterly consumed! How ought we every one to mourn and lament over our Iniquities, and the Iniquities of our Province and Nation;",2,be not utterly consumed,1,1,0.5,1,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
219,"and lift up our Hearts with our Hands to God in the Heavens, with continual Intercessions for ourselves and People, that he may give us true Faith and Repentance;",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
220,"forgive all our Iniquities, and incline our Hearts to be intirely devoted to keep his Laws, and to glorify his Holy Name;",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
221,"that He may incline, rule and direct the Hearts of our King and all in Authority, so that they may faithfully and duly execute Justice, and maintain true Religion and Godliness;",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
222,"and that He may inspire all Ministers of his holy Word and Ordinances with heavenly Wisdom and Grace, that they may understand his Will and faithfully teach, exhort and reprove, both by Example and Precept, in much Love and Lowliness of Mind.",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
223,"O how great will their Judgment be who do the Work of the Lord negligently, and speak leasingly, and cry Peace, Peace, when there is no Peace, deceiving precious Souls and causing them to sleep in their Sins to Damnation.",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
224,"Many, too many such are crept into Christ's visible Church, for whom we may justly take up Jermiah's Lamentation, and say, The Prophets have seen vain and foolish Things for thee, and they have not discover'd unto thee thine Iniquity, Lam ii .",1,are crept,1,1,1,1,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
225,Many indeed in our Day have seen vain and follish Things;,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
226,"their Hearts have run after their Covetousness, and they have delighted themselves in the foolish and and vain Enjoyment of worldly Goods and Pleasures, nourishing and indulging themselves in the same Passions, Tempers and Delights with other Worldly minded Men, and by their Practices have made the Commandments and Doctrines of the blessed JESUS (their pretended Master) as much as in them lay of none Effect;",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
227,"for they entice the People to follow their Example, and depart from God: Thus do they pretendedly take upon them a Commission from the Lord of Hosts to fight the Devil's Battles, and, Judas like, betray our Lord and Master with pretended Kisses of Friendship.",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
228, O! how sore will the Punishment of such negligent Watchmen be! Ezek.,2,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
229,Xxxiii.,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
230," But if the Watchman see the Sword come, and blow not the Trumpet, and the People be not warned;",1,be not warned,1,1,1,1,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
231,"if the Sword come and take any Person from among them, he is taken away in his Iniquity, but his Blood will I require at the Watchman's Hand, faith the LORD Who there sheweth EZEKIEL his Duty from the th Verse, saying, So thou, O Son of Man, I have set thee a Watchman unto the House of Israel: Therefore thou shalt hear the Word at my Mouth and warn them from me.",1,is taken,1,1,1,1,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
232," When I say unto the Wicked, O wicked Man, thou shalf surely die;",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
233,"if thou dost not speak to warn the Wicked from his Way, that wicked Man shall die in his Iniquity, but his Blood will I require at thine Hand. See JER. xxiii I EZEK. Xxxiv d to the th We be to the Shepherds or Pastors that scatter the Sheep;",4,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
234,"that feed themselves, and do not feed the Sheep And JER. xxiii .",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
235,"I have not sent these Prophets, yet they ran, faith the LORD; I have not spoken to them, yet they prophesied.",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
236,"And again, Verse .",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
237,"I am against the Prophets that steal my Word every man from his Neighbour, faith the LORD: These all serve for Gain They are Thieves and Robbers who come not in by the Door of the Sheep sold, but climb up the Wall by carnal Helps, and get in, to prey on the Sheep;",2,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
238,"neither follow the Footsteps of our true Shepherd, but covet the Fleece only How many poor careless Souls have we in every Parish that stand in Need of being informed of their Danger, and of the absolute Necessity of being born again of GOD, and having CHRIST's personal Righteousness imputed to them, before they can have any wellgrounded Hope of being finally saved! How many within a few Miles of their Teachers die in their Sins, without being warned or exhorted to come to CHRIST by Faith! The Blood of such will be required at their Teacher's Hands.",3,"being informed,being finally saved,being warned,will be required",4,3,1,1,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
239,"O! how becoming the Office of Ambassadors of JESUS CHRIST would it be, to go forth to every Soul (of their Parishioners at least) and make Offers of Peace, and invite them to come in on Gospel Terms?",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
240,Can any love love their Master with all their Souls and Strength?,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
241,"Can they love the Flock as he loved it, and not seek diligently the Wellfare of every Sheep committed to their Charge?",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
242,"Are immortal Souls of less Value now than in the Days of our Saviour and his Apostles, that the same Concern shou'd not now be shewn for their eternal Wellfare as was then?",1,be shewn,1,1,1,1,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
243,"Can they deal faithfully with their master, and not stand in the Gap to deliver unwary Souls from the Jaws of the Lion?",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
244,"This is just as consistent with their high Calling, as for any one to stand by and see a Man deliberately murder himself, and not persuade him from his Rashness.",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
245,"Shall our Clergy at this Day shew a furious Zeal about the Decrees and Cannons of the Church, even so as to persecute Christ's faithful Ministers for not conforming exactly to these Appendages of Religion (tho' they themselves break these Cannons every Day) and have no Bowels of Love, no Pity for poor perishing Souls, that are wandring in worse than AEgyptain Darkness?",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
246,"Is not this to tythe Mint and Cummin, and neglect Mercy and Judgment?",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
247,"OShame! Shame! Is this to imitate their Master, who went about doing Good?",3,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
248,"Is this like St. Paul's Practice, who not only taught publickly, but from House to House?",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
249,"Surely the God of this World hath blinded the Eyes of such false Prophets O how will their Mammon of Unrighteousness eat them as doth Fire, at the glorious Appearance of our Lord, when he shall call them to an Account! I doubt not but the Devil triumphs in beholding these Shepherds at the Head of their Flocks, following him down to the Regions of Darkness for Mammon Be astonish'd, O Heavens! Mourn, O Earth! because the Deceiver is come forth amongst us with great Power, seducing both Pastors and People, to deal falsly with the great GOD of Heaven and Earth;",3,is come,1,1,0.3333333333333333,1,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
250,"to despise his Mercies, his Chastisements, his Authority, and even the Son of his Love, whom they they by wicked Hands crucify daily, for the Wages of Unrighteousness.",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
251,"The LORD hath sworn by the Excellency of Jacob, surely I will never forget any of their Works, Amos viii.",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
252,.,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
253,"And will he not deal with the Inhabitants of this Province as with the Obstinate of Judah, who like unto us despised Mercies and Chastisements.",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
254,See Jer xxiv.,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
255,.,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
256,.,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
257,"And I will deliver them to be removed, & c.",1,be removed,1,1,1,1,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
258,"for their Hurt, to be a Reproach and a Proverb, a Taunt and a Curse in all Places whether I shall drive them.",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
259,"I will send the Sword, the Famine, and the Pestilence among them, 'till they be consumed from off the Land that I gave unto them and to their Fathers.",1,be consumed,1,1,1,1,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
260,"Shall not our Land mourn for this, and every one that dwelleth therein?",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
261,Jer.,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
262,iv.,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
263,.,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
264,"O! that they wou'd Hear and give Ear, and not be proud, for the LORD hath spoken.",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
265,Jer.,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
266,xiii.,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
267,.,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
268,His Drought hath spoken;,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
269,His Diseases inflicted on us and our Cattle have spoken;,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
270,the Insurrections of our Slaves have spoken;,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
271,our Augustine Expedition hath spoken;,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
272,"the Faithful of CHRIST's Ministers have lately, in a remarkable Manner, been speaking;",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
273,"and the yet later dreadful Fire of CharlesTown hath spoken Terror: And if we regard not this to lay it to Heart, humble ourselves, and repent truly of our Sins;",2,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
274,the just GOD will yet pour out upon us more terrible Vials of his Wrath.,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
275,"If only at a Hand Writing of God on the Wall, which the great Belshazzer understood not, his Countenance was changed, his Thoughts troubled, the Joints of his Loins loosed.",1,was changed,1,1,1,1,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
276,and his Knees [ ] one against another thro' Fear;,1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
277,"shou'd we not much more tremble, whose Crimes are against the clear Light of eternal Truth, and not only see but feel GOD's Hand upon us.",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
278,"  O! that our KING wou'd humble himself, lest his Principalities shou'd come down, even the Crown of his Glory;",3,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
279,"for GOD regardeth nt Princes, except their Thrones are established in Righteousness.",1,are established,1,1,1,1,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
280,"O! that all in Authority under him, in the Civil Powers amongst us throughout his Dominions, would humble themselves, and duly consider, that the great GOD, by whom they enjoy any Power, will strictly require at their Hands a due and conscientious Improvement of the Talents committed to their Trust.",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
281,"And O! that all who stile themselves Ambassadors of Jesus Christ, wou'd humble themselves;",1,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
282,"and consider well their Mission, who sent them, and the Importance of the Errand on which they are sent.",1,are sent,1,1,1,1,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
283,"And O! that our LORD JESUS CHRIST, who opened our Eyes of the Blind and raised to the Dead to Life, would be graciously pleased to pen all our Eyes, to see and know clearly, his eternal Truths declared to us in his holy Scriptures, which only are able to make us wise unto Salvation! May He raise and quicken our filthy, sinful, sluggish Hearts, from their Lethargy of sensual Delights, to seek that Pearl of great Price his everlasting Righteousness, and a Union of Spirits with Himself, which only is able to give us true Joy, the full Assurance of his Favour here, and of eternal Blessedness when Time shall be no more.",2,,0,0,0,0,19,CorpusOne_text_files/text_1741_01_08_row_19.txt,1741_01_08
284,"NEWYORK, May .",1,,0,0,0,0,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
285,"We hear from Hackinsack in NewJersey, that last Week seven Barns were willfully set on Fire and burnt down, and the Eighth was Three Times endeavoured to be served the same, but happily escaped.",1,"were willfully set,be served",2,1,1,1,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
286,"One Negro Man was taken on the spot, and several strong Circumstances appear against him.",1,was taken,1,1,1,1,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
287,"The People there about are greatly alarmed, and keep under Arms every Night, as well as in NewYork.",1,,0,0,0,0,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
288,It is said the first Day of this Month was the Time appointed for New York to be burnt.,1,"is said,Time appointed,be burnt",3,1,1,1,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
289,"We hear Curacoa, that some Spanish Men of War are gone Home richly laden.",1,are gone,1,1,1,1,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
290,"New NewYork, June.",1,,0,0,0,0,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
291,.,1,,0,0,0,0,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
292,"In a former Paper we gave an Account that Two Negroes were burnt here, who at the Stake, confessed they were guilty of the Crimes, for which they suffered, and discovered the Plot formed here and in part carried into Execution, since which we have learned, that this most horrible and wicked Conspiracy has been a long Time in Agitation, and almost generally among the Negroes, John Huson (executed last Week, with his Wife and Margaret Kerry) was a Contriver and grand Promoter of this detestable Scene of Villainy, which was calculated, not only to ruin and destroy this City, but the whole Province, and it appears that to effect this their Design was first to burn the Fort, and if Opportunity favoured to seize and carry away the Arms in store there, them to burn the whole Town, and kill and murder all the Male Inhabitants thereof (the Females they intended to reserve for their own Use) and this to be effected by seizing their Master's Arms and a general Rising, it appears also as we are informed that these Designs were not only carried on in this City, but had also spread into the Country, and that the Spanish Negroes (of which there are many in this Place) were deeply concerned and active in the Business;",1,"were burnt,was calculated,be effected,are informed",4,1,1,1,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
293,"and what ever Encouragement or Assurances they might receive from Abroad, or hellish Incendiaries at Home, they were persuaded that an Attempt on this Province would be made by the Spaniards and French, for whom they agreed to wait some Time;",1,"were persuaded,would be made",2,1,1,1,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
294,"and if it should happen that such an Attempt should be made, and our Enemies invade us, they were to rise and join with them.",1,should be made,1,1,1,1,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
295,"Huson having bought and procured Arms, Ammunition and Powder for that Purpose;",1,,0,0,0,0,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
296,"and if such an Invasion should not happen, they were to carry their diabolical Scheme into Execution themselves.",1,,0,0,0,0,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
297,"And so far had they gone that the particular Places to be burnt were laid out, their Captains and other Officers appointed, and that places of general Rendezvous fixed, and the Number of Negroes concern'd is almost incredible, and their barbarous Designs still more so, especially when it is considered that white People were privy to and Fomenters of so unparallel'd a Villainy, which was by keeping their Invention so privately laid, and the concerned so artfully bound by the most horrid and execrable Oaths, that in all Provability it wou'd have remained a Secret till they had done more Mischief, but by the Mercy of God and thro' the indefatigable Pains and Vigilance of our Magistracy, and the present worthy Grand Jury, their Deeds of Darkness are now we hope almost (if not quite) bro't to a full Light.",1,"be burnt,were laid,is considered",3,1,1,1,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
298,"Since our last  Negroes have been capitally convicted, whereof Seven have been burnt, one reprieved, and two have been pardoned on their Confessions, and  are to receive Sentence this Day.",1,"have been capitally convicted,have been burnt,have been pardoned",3,1,1,1,20,CorpusOne_text_files/text_1741_07_30_row_20.txt,1741_07_30
299,"CHARLESTOWN, Aug. .",1,,0,0,0,0,21,CorpusOne_text_files/text_1741_08_15_row_21.txt,1741_08_15
300,"Friday the [ ] Boatswain a NegroMan Slave belonging to Mr. John Garnier was burnt to Death, having been convicted on his own Confession, and the Evidence of Kate a Negro Woman Slave belonging to Mr. Francis Varambaut, of setting Fire to a House where Mrs.",1,"was burnt,having been convicted",2,1,1,1,21,CorpusOne_text_files/text_1741_08_15_row_21.txt,1741_08_15
301,"Snowden lives, with a malicious and evil Intent of burning down the remaining Part of the Town;",1,,0,0,0,0,21,CorpusOne_text_files/text_1741_08_15_row_21.txt,1741_08_15
302,"The said Kate had been before convicted of the same Crime on the Evidence of Jenny an old Negro Woman who happened, when this wicked Act was perpetrated, to be alone in the House, and no Body had been with her but Kate for some Time before the People cried out Fire;",1,"had been before convicted,was perpetrated",2,1,1,1,21,CorpusOne_text_files/text_1741_08_15_row_21.txt,1741_08_15
303,"Kate on her Tryal would own no Accomplice, seeing the Preparation making for her Execution, and receiving a Promise of Pardon if she would confess the Person or Persons really concern'd with her, she accused this Boatswain;",1,,0,0,0,0,21,CorpusOne_text_files/text_1741_08_15_row_21.txt,1741_08_15
304,"On his Tryal after much Prevarication and accusing many Negroes, who upon a strict Examination were found to be innocent, he confessed that none but he and Kate, were concerned, That he took the Brands End from her together with a LightWood Junk, Kate had taken from behind the old Woman's Box were it was hid, which when found in the Fire, the old Woman knew, and that he went softly upstairs and put the Fire under the shingles & that in returning he stumbled on the Stairs, and Jenny cryingout in a Fright who was there, Kate answered Me, and the Fellow got out at the BackDoor, without the old Woman's ever perceiving him;",1,"were found,were concerned",2,1,1,1,21,CorpusOne_text_files/text_1741_08_15_row_21.txt,1741_08_15
305,"He would make no Confession, at the Stake.",1,,0,0,0,0,21,CorpusOne_text_files/text_1741_08_15_row_21.txt,1741_08_15
306,But died like an impudent hardened Wretch as he was;,1,,0,0,0,0,21,CorpusOne_text_files/text_1741_08_15_row_21.txt,1741_08_15
307,"and Kate being positive, that there was no other Negro with them, it is probable, there was no Plot in the Case, but the Effect of his own sottish wicked Heart, especially since he looked upon every white Man he should meet as his declared Enemy.",1,,0,0,0,0,21,CorpusOne_text_files/text_1741_08_15_row_21.txt,1741_08_15
308,"The Presentment of the Grand Jury for the Body of the Province aforesaid, at a Court of General Sessions of the Peace, Oyer and Terminer.",1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
309,"Assize and General Goal Delivery, begun and beholden at Charles Town on the th Day of October,  , before the Honourable Benjamin Whitaker, Esq;",1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
310,Chief Justice.,1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
311,Imprimis.,1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
312,"WE present, as a publick Grievance, the Want of a Law, to prevent and suppress as much as possible, the evil Practice of Horse stealing, so much complained of in this Province.",1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
313,"Also, the Want of another Law, to prevent and suppress the like evil Practice of stealing and killing neat Cattle, under the Pretence of hunting and destroying wild Cattle in the Woods.",1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
314,dly .,1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
315,"We present as a Grievance the disorderly assembling and caballing of the Negroes in CharlesTown , on the Sabbath Days.",1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
316,dly.,1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
317,"We present as a Grievance, the Want of a Law, to prevent the hiring out Negro Tradesmen, to the great Discouragement of white Workmen coming into this Province.",1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
318,thly.,1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
319,"We present as a Grievance, the Butchers in Charles Town, for killing of Cattle on the Sabbath Days.",1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
320,thly.,1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
321,"We present, with humble Submission, as a Matter worthy the Consideration of the Legislature, the Amendment or farther Explanation of the Patrol Law.",1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
322,thly.,1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
323,"We present as a Grievance, the non Execution of a Law, entitled, ""An Act for the better securing this Province from Negro Insurrections , and for encouraging of poor People, by Employing them in Plantations.""",1,,0,0,0,0,22,CorpusOne_text_files/text_1742_11_08_row_22.txt,1742_11_08
324,"Mr. Timothy,  Please to insert in your next Gazette, the following Clauses of the Charge delivered by Mr. Chief Justice Whitaker, to the Grand Jury, at the last Sessions, as they may be of Publick Service.",1,,0,0,0,0,23,CorpusOne_text_files/text_1742_11_08_row_23.txt,1742_11_08
325,"""THERE is an Act in this Province, For the better procuring us from Negro Insurrections , and for encouraging Poor People;",1,,0,0,0,0,23,CorpusOne_text_files/text_1742_11_08_row_23.txt,1742_11_08
326,"obliging Persons to keep a white Men on their Plantations, in Proportion to their Number of Negro Men.""  ""This beneficial Act, on which the Prosperity as well as the Safety of this Province so much depends, has been on various Pretences endeavoured to be eluded, and the Execution of it unwarrantably discouraged: But, I hope the Magistrates, as they are in Duty bound, will take Care to put this Act carefully and diligently in Execution.",3,be eluded,1,1,0.3333333333333333,1,23,CorpusOne_text_files/text_1742_11_08_row_23.txt,1742_11_08
327,Persons who have or shall offend against it are to be legally convicted.,1,be legally convicted,1,1,1,1,23,CorpusOne_text_files/text_1742_11_08_row_23.txt,1742_11_08
328,"If an Error or Mistake happens to be found in the Proceedings, the Offender is not absolved, nor is it any Reflection on the Magistrate when committed the Error, or ought it to be a Discouragement to him if the Proceedings are set aside, Judgments given in Westminster Hall are every [ ] set aside [ ] Error, and the learned Judges incur no Blame.""",1,"be found,is not absolved,are set",3,1,1,1,23,CorpusOne_text_files/text_1742_11_08_row_23.txt,1742_11_08
329,"CharlesTown, December  We hear, that one of the Ringleaders of the last Negro Insurrection , (belonging to Mr. Henry Williamson ) was lately seiz'd in Cocaw Swamp, by two Negro Fellows that ran away from Mr. Grimke, who brought him to Stone , where he immediately was hang'd.",2,,0,0,0,0,24,CorpusOne_text_files/text_1742_12_27_row_24.txt,1742_12_27
330,"From New York we hear, that Captain Peter Warren , in his Majesty's Ship the Launceston of  Guns, not choosing to lay all the Winter in Harbour, was sail'd, to cruise on the Spanish Main.",1,,0,0,0,0,24,CorpusOne_text_files/text_1742_12_27_row_24.txt,1742_12_27
331,"The Spy Man of War, Capt. Newman , on this Station, is, we hear, preparing to sail on a Cruize speedily.",1,,0,0,0,0,24,CorpusOne_text_files/text_1742_12_27_row_24.txt,1742_12_27
332,"*** The Extract of a Letter from Philadelphia, will be inserted in our next.",1,will be inserted,1,1,1,1,24,CorpusOne_text_files/text_1742_12_27_row_24.txt,1742_12_27
333,"NEWPORT,RhodeIsland, Febr.",1,,0,0,0,0,25,CorpusOne_text_files/text_1743_04_04_row_25.txt,1743_04_04
334,.,1,,0,0,0,0,25,CorpusOne_text_files/text_1743_04_04_row_25.txt,1743_04_04
335,"Last Lord's Day was happily discovered a Conspiracy of a great Number of Spanish and [ ] Prize Negroes, to run away with one of the Privateer Sloops in the Harbour.",1,was happily discovered,1,1,1,1,25,CorpusOne_text_files/text_1743_04_04_row_25.txt,1743_04_04
336,"As [ ] Four Men were to have lodged on board that Night, their Design might easily have been effected, but that one Fellow they had a great Mind to persuade to go with them, chose to continue with his present Master, and out of Gratitude to him betray'd their Plot.",1,have been effected,1,1,1,1,25,CorpusOne_text_files/text_1743_04_04_row_25.txt,1743_04_04
337,"To the ingenious Author of the Advertisement in several of the late Gazettes concerning one of the Inhabitants of Stono named ROGER. SIR, REading in a late Gazette, I there met with your Piece of Wit, but, bastardlike, it comes abroad in the World without the Name of its Father, which makes me imagine you are either a .",2,,0,0,0,0,26,CorpusOne_text_files/text_1744_05_21_row_26.txt,1744_05_21
338,.,1,,0,0,0,0,26,CorpusOne_text_files/text_1744_05_21_row_26.txt,1744_05_21
339,.,1,,0,0,0,0,26,CorpusOne_text_files/text_1744_05_21_row_26.txt,1744_05_21
340,yourself (as describ'd by Capt. Gulliver) or understand their Language;,1,,0,0,0,0,26,CorpusOne_text_files/text_1744_05_21_row_26.txt,1744_05_21
