newspaper,newspaper_ID_histCommons,printer,date,written_date,year,text,resistance_tag
The Virginia Gazette,1,Alexander Purdie and John Dixon,1770_02_22,"February 22, 1770",1770,"Mess. EDES & GILL,
WHEN we see the enemies of
our country using every art to
prevent the plan of non
importation from taking effect,
we are from thence encouraged
to hope that it will answer the
valuable purposes intended,
and that our enemies
themselves think so. They are
done laughing as it at the
effects of an expiring and treat
it, as indeed it is, a matter of
the last importance knowing
that, if we hold out, it must, and
will, defeat their cursed plot to
enslave and They now tell us
that the troops will be ordered
to do that which art and
chicanery would not effect; but
all we have to do is no
persevere and scorn them,. We
seem to be near, very near, a
crises! There undoubtedly is an
melted scheme of the whole
cabal to annoy us; but let the
friends of liberty, and their
country, take care, and hold the
few ( I do not hear of more than
4 or 5.) to their contract, oblige
them to fulfil their agreement.
Let us hold out only a few
months longer, and we our
posterity are safe from the jaws
of tyranny.
TOM STURDY",nonslave
The Virginia Gazette,1,Alexander Purdie and John Dixon,1770_03_22,"March 22, 1770",1770,"We have advice from the
Muskito share that a conspiracy
has been formed by the
Spaniards and Muskito Indians,
and a day fixed to cut off the
English settlers on that coast.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1770_07_05,"July  5, 1770",1770,"LONDON,APRIL 24.
A Cabinet Council was hold on
Sunday night at St. James's
upon the news received
concerning the insurrection at
Boston, at the rising of which it
was reported the St. James's
coffee-house, that a feet of men
of war, and four regiments,
would be dispatched
immediately for North-
America.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1770_07_19,"July 19, 1770",1770,"An able historian calls Charles
the First the forty-fifth King of
England, and says, He was
religious, chaste, and sober; but
too fond of the prerogative, and
was so weak as to let himself
be governed (not by his
mother) by his wife and
favourites; and that, by their
persuasions, he executed
several things, which first
caused his subjects to murmur,
and afterwards to break out into
open rebellion. In a late conversation between
some respectable gentlemen of
the majority and minority, in a
public company, at the West
end of the town, respecting the
Late extraordinary prorogation
of the Irish parliament, we are
told, that the Hon. Ble W.h-in,
said,That the state of Ireland
was most deplorable; that in
consequence of the last
unexpected prorogation, the
following temporory laws had
expired; the act for assigning
judgments, by which the
Roman catholicks could alone
obtain landed security for their
money; that the tax upon
hawkers and pedsare had
ceased, which had been
appropriated to the support; of
the incorporated socity for
huilding protestant charter
schools; that 2800l. granted for
public works, &c. would
remain unappropriated in the
treasury; that many useful lows
regardin the late insurrections,
and the tillage and improve
went of the country, had
expired.",nonslave
The Virginia Gazette,2,William Rind,1770_08_23,"August 23, 1770",1770,"THERE has been an
insurrection at Tours, on
account of the scarcity of
bread. The Intendant, it seems,
has been obliged to steal away
by night; and the Archbishop is
coming to Court, to interpose
his good offices on behalf of
the people. The calamity is still
greater in the Limosion and
Marche, where it is computed
upwards of four thousand
persons have died of and in the
means of remedying these great
calamities; and corn is bringing
into different ports; but it will
require time to circulate it
through the different places
where the want of it has been
so grievously felt.",nonslave
The South Carolina Gazette,NA,Peter Timothy,1770_08_30,"August 30, 1770",1770,"LETTERS from several paris
of Ireland say, that the popular
party is so strong, and matters
are come to such a height, that
nothing but a large standing
army could long prevent an
insurrection in that kingdom.",nonslave
The Virginia Gazette,2,William Rind,1770_09_06,"September 6, 1770",1770,"NEWBERN, August 3.
A FEW weeks ago, we
published an account from
Beaufort county, of the murder
of Mr. Henry Ormond, by his
own slaves; since which we
have received a true account of
that tragical affair, which has
been discovered by the
confession of one of the slaves
in the conspiracy: Five of them
conspired against their master,
and on the Sunday night he was
said to have rode from home in
quest of one of his slaves who
was missing, the conspirators,
after their master was a bed,
went up to his room and with
an handkerchief attempted to
strangle him, which they
thought they had effected, but
in a little time after they had
left him, he recovered, and
began to stir, on hearing which
they went up again, and told
him he must die, and that
before they left the room; he
begged very earnestly for his
life, but one of the, his house
wench, told him it was in vain,
that as he had no mercy on
then, he could expect none
himself, and immediately threw
him between two feather beds,
and all got on him till he was
stifled to death. They the horse
off: Next day he was found as
has been before related. The
slaves have been tried, two
wenches execute, and one burnt
at a slake, one made his escape,
and is not yet taken, the other,
who made the confession, is
saved.",blackUnrest
The Virginia Gazette,2,William Rind,1770_09_20,"September 20, 1770",1770,"Mr. Wilkes seems to be
enjoying the solid advantages
of his popularity with little
noise. The Boston affair is a
general subject of
conversation, but, like every
other American concern, is so
enveloped with prejudices and
misrepresentations, that the
still voice of truth and candour
is not heard. They are rebels—
aggressors, with a long &c. of
ministerial epithets—I am sorry
to find an observation made
concerning Corsica, verified in
England. Every Englishman
considers himself as king of
America, and peculiarly
interested in our subjection; it
gratifies his pride, and he is at
the same time free from any
apprehensions of suffering
himself. As to relief from the
wisdom and tenderness of
administration, hope itself is
gone, even with our most
sanguine friends. We have no
other resource but in our own
virtue and resolution, which
our enemies allow will prevail,
if we can but persevere",nonslave
The South Carolina Gazette,NA,Peter Timothy,1771_01_17,"January 17, 1771",1771,"WE the Lord Mayor, Aldermen,
and Commons of the city of
London, in Common-Council
assembled, most humbly beg
leave to approach your Majesty,
and most dutifully to lay again
at the foot of the throne our
aggravated grievances, and
earnest supplications:
Although, through prevalence
of exit counselors, our just
complaints have hitherto met
with re- pulse and reprimand,
nevertheless we will not forego
the last consolation of the
unhappy hope, that our
sufferings will at length find an
end, from the innate goodness
of your Majesty; the gracious
effects of which have, to our
unspeakable grief, been
intercepted from your injured
people, by a fatal conspiracy of
malevolent Influences around
the throne.",nonslave
The Virginia Gazette,2,William Rind,1771_02_07,"February  7, 1771",1771,"Nov. 15. A bill, it is said, is
intended to be brought in to
take away the charter from the
province of the Massachusetts
Bay.
We are informed that the
authors of the intended
assassination of her Imperial
Majesty the Czarina, have been
happily discovered. This
wicked conspiracy, after tracing
it through a variety of
labyrinths, has at last been
fixed upon the House of
Bourbon. The French King's
Ambassador at St. Petersburgh,
has been fully proved to be
charged by his court with this
commission. In consequence of
this discovery, the French
Ambassador, now at
Petersburgh, is a close prisoner
in his own house, where he is
guarded day and night by a
military detachment, and most
probably in a few days will be
sentenced to the punishment
due to so black a crime, which,
in that country, is the KNOUT",nonslave
The Virginia Gazette,2,William Rind,1771_02_14,"February 14, 1771",1771,"The manufacturing part of the
inhabitants of Paris is so much
distressed by the enhanced
price of every necessary of lie,
that the bourgeois, or citizens,
are under the greatest
apprehensions of an
insurrection.",nonslave
The Virginia Gazette,1,Alexander Purdie and John Dixon,1771_02_28,"February 28, 1771",1771,"The following Account,
from Doctor Robertson's
History of Charles V. of a
Conspiracy to overturn
the Government of
Genoa, as well as the
great Revolution which
that Event, extremely
mysterious in its first
Appearances, seemed to
portend, will, we hope, be
Matter of agreeable
Entertainment to many of
our Readers.
THE Form Government which
had been established in Games,
at the Time when Andrew
Doria restored Liberty to his
Country, though calculated to
obliterate the Memory of
former Distortions, and
received at first with eager
Approbation, did not, after a
Trail of near twenty Years, give
universal Satisfaction to these
turbulent and factious
Republicans. As the entire
Administrator of Affairs was
now lodged in a certain
Number of noble Families,
many, envying them that
Preeminence, wished for the
Restitution of a popular
Government, to which they had
been accu; and, though all rever
the disinterested Virtue of
Doria, and admired his Talents,
not a few were jealous of that
Ascendant which he had
acquired in all the Councils of
the Commonwealth. Mis Age,
however, his Moderation, and
Love of Liberty, afforded
ample Security to his
Countrymen that he would not
abuse his Power, nor stain the
Close of his Days by
attempting to overturn that
Fabrick, which had been the
Labour and Pride of his Life to
erect. But that Authority and
Insurance, which in his Hands
were innocent, they easily saw
would prove destructive, if
usurped by any Citizen of
greater Ambition, or less
Virtue. A Citizen of this
dangerous Character had
actually formed such
Pretensions, and with same
Prospect of Success. Gitino
Doria, whom his grand Uncle
Andrew destined to be the Heir
of his private Fortune, aimed
likewise at being his Successor
in Power. His Temper, haughty,
insolent, and overbearing, to
such a Degree as would scarce
have been tolerated in one born
to reign, was altogether
insupportable in the Citizen of
a five States; and the more
sagacious among the Genoese
already seared and hared him,
as the Enemy of those Liberties
for which they were indebted to
his Uncle. White Andrew
himself, by that violent and
undiscerning Affection which
Persons in advanced Age often
contract for the younger
Members of their Family, set
no Bounds to the Indulgence
with which he teamed him;
seeming less solicitants to
secure and perpetuate the
Freedom of the Commonwealth
than to aggrandise that
undeserving Kinsmen.
But what of Doria's Designs, or
whatever Dissatisfaction with
the Sys of Administrator in the
Commonwealth these
Circumstance might have
occasioned, they would have
ended, it is probable, in
Nothing more than
Murmurings and Complaints, if
John Lewis Fiasco, Cont of
Lavagna, observing this
growing Disgust, had not been
encouraged by it to attempt one
of the boldest Action corded in
History. That young Nobleman,
the richest and most isrious
Subject in the Republick, , in
an eminent Degree, all the
Qualities which upon the
human Heart, which command
Respect, or secure Attachment.
He was graceful and majestick
in his Person, magnificent to
Profusion of a Generosity that
prevented the Wishes of his
Friends, and exceeded the
Expectations of Strangers, of
an Address, gentle Manners,
and a flowing Affability. But
under the Appearance of these
Virtue, which seemed to form
him for enjoying and adorning
civil Life, he concealed all the
Dispositions which mark Men
one for taking the Lead in the
most dangerous and dark
Conspiracies; an insatiable and
restless Ambition, a Courage
unacquainted with Fear, and a
Mind that disdained
Subordination. Such a Temper
cold ill brook that Station of
Interiority wherein he was
placed in the Republick; and, as
he envied the Power which the
elder Doria had acquired, he
was with Indignation at the
Thoughts of its descending,
like an hereditary Possession,
to Gianntino. These various
Passions, preying with
Violence on his turbulent and
aspiring Mind, determined him
to overturning that Domination
to which he could not submit.
At first he though of an
Alliance with the King of
France, and even proposed it to
the French Ambassadour at
Rome; and, after expelling
Doria, together with the
Imperial Faction, by his
Assistance, he resolved to put
the Republick under the
Production of that Monarch,
hoping, in Return for that
Service, to be intrusted with the
principal Share in the
Administration of Government.
But, having communicated his
Scheme to a few chosen
Confidants, from whom he kept
Nothing secret, Verrina, the
Chief of them, a Man of
desperate Fortune, capable
alike of advising and executing
the most audacious Deeds,
remonstrated with Earnestness
against the Folly of exposing
himself to the most imminent
Danger, while he allowed
another to reap all the Fruits of
his Success; and exhorted him
warmly to aim himself at that
Preeminence in his Country to
which he was destined by his
illustrious Birth, was called by
the Voice of his Fellow
Citizens, and would be raised
by the Zeal of his Friends. This
Discourse opened such vast
Prospects to Fiesco, and so
suitable to his Genius, that,
abandoning his own Plan, he
eagerly adopted that of Verrina.
The other Persons present,
though sensible of the
hazardous Nature of the
Undertaking, did not choose to
condemn what their Patron had
so warmly approved. It was
instantly resolved, in this dark
Cabal, to assassinate the two
Dorias, as well as the principal
Persons of their Party, to
overturn the established System
of Government, and to place
Fiesco on the ducal Throne of
Genoa. Time, however, and
Preparations, were requisite to
ripen such a Design for
Execution; and, while
employed in carrying on these,
Fiesco made it his chief Care to
guard against every Thing that
might betray his Secret, or
create Suspicions. The Disguise
he assumed was of all others
the most impenetrable. He
seemed to be abandoned
entirely to Pleasure and
Dissipation. A perpetual Gaiety,
diversified by the Pursuit of all
the Amusements becoming his
Age and Rank, engrossed, in
Appearance, the Whole of his
Time and Thoughts. But,
amidst this Hurry of
Dissipation, he prosecuted his
Plan with the most cool
Attention, neither retarding the
Design by a timid Hesitation,
nor precipitating the Execution
by an Excess of Impatience. He
continued his Correspondence
with the French Ambassadour
at Rome, though without
communicating to him his real
Intentions, that by this Means
he might secure the Protection
of the French Arms, if hereafter
he should find it necessary to
call them to his Aid. He entered
into a close Confederacy with
Farness, Duke of Patina, who,
being disgusted with the
Emperour for refusing to grant
him the investiture of that
Dutchy, was eager to promote
any Measure that tended to
diminish his Influence in Italy,
or to ruin a Family so implicitly
devoted to him as that of Doria.
Being sensible that, in a
maritime State, the Acquisition
of naval Power was what he
ought chiefly to aim at, he
purchased four Gas from the
Pope, who probably was not
unacquainted with the Design
which he had formed, and did
not disapprove of it. Under
Colour of sitting out one of
there Gallies to sail on a Cruise
against the Turks, he not only
assembled a good Number of
his own Vassals, but engaged in
his Service many hold
Adventure, whom the Trace
between the Emperour and
Syman had ved of their usual
Occupation and Subsistence.
While Fiesco was taking these
important Steps, he preserved
so admirably his usual
Appearance of being devoted
entirely to Pleasure and
Amusement, and paid Court
with such artful Address to the
two Dorias, as imposed not
only on the generous and
unsuspicious Mind of Andrew,
but received Ganntino, who, of
his own criminal Intention, was
more apt to the Designs of
others. So many Instruments
being now preped. Nothing
remanded but to strike the
Blow. Various Consultations
were held by Fiesco with his ,
in Order to settle the Manner of
doing it with the greatest and .
At first they proposed to
murder he Dorias, and that
dating the C on of high M in
the hut, new way often assent
from these Soleme on Account
great Age, that Design was said
. It was that invite the Uncle
and Nephew, with auth whom
he had marked out as Victims,
to his House, where it would to
cut thus off at once, without
Danger of re that, as leave on
the Day when they has it
became likewise after . They by
open what they by the Night
The line was great as the D of
the Year on
the prefect society in w they
remained, without the or D of
that Storm which had and was
now ready over their Heads.
From then which stood by in
the Middle of a large Court
Wall. The Gates had been set in
the Me and all Persons, without
Distinction were allowed to ;
but strong Guards with in the
Court, suffered no One to
return. Verrina, mean White,
and a few Persons trusted with
the Secret of the Conspiracy,
after conducting Fiesco. Va as
well as the Crews of his Gather,
into the Palace, in small
Bodies, with as little Noise as
possible, dispersed themselves
through the City, and in the
Name of their Patron, invited to
an Entertainment the principal
Citizens whom they knew to be
disgusted with the
Administration of the Dorias,
and to have both Inclination
and Courage to attempt a
Change in the Government. Of
the vast Number of Persons
who now filled the Palace a
few only knew for what
Purpose they were assembled;
the rest, astonished at , instead
of the Preparations for a Feast,
a Court crowded with armed
Men, and Apartments tilled
with the Instruments of War,
gazed on each other with a
Mixture of Impatience,
Curiosity, and Terrour.
While their Minds were in this
State of Suspense and
Agitation, Fiesco appeared.
With a Look of Alacrity and
Confidence, he addressed
himself to the Persons of chief
Distinction, telling them that
they were not now called to
partake of the Pleasure of an
Entertainment, but to join in a
Deed of Valour which would
lead them to Liberty and
immortal Renown. He set
before their Eyes the exorbitant
as well as intolerable Authority
of the elder Doria, which the
Ambition of Cinetino and the
Partiality of the Emperour to a
Family more devoted to him
than to their Country, was
about to enlarge and to sender
perpetual. This unrighteous
Domination, continued he, you
have now in your Power to
subscriber, and to establish the
Freedom of your Country on a
firm Basis. The Tyrants must be
cut off. I have taken the most
effectual Measures for this
Purpose. My Associates are
numerous. I can depend on
Allies and Protectors, is
necessary. Happily, the Tyrants
are as secure as I have been
provident. Their insolent
Contempt of their Countrymen
has banished the Suspicion and
Timidity which usually render
the guilty quick signed to
discern, as well as sagacious to
guard against the Vengeance
which they deserve. They will
now feel the Blow before they
suspect any hostile Hand to be
nigh. Let us then sally forth,
that we may deliver our
Country by one generous
Effort, almost unaccompanied
with Danger, and certain of
Success. These Words, uttered
with that irresistible Favour
which animates the Mind when
roused by great Objects, made
the desired Impression on the
Audience. Fiesco's Vassals,
ready to execute whatever their
Master should commanded,
received his Discourse with a
Murmur of Applause. To many,
whose Fortunes were desperate,
the License and Confusion of
an Insurrection afforded an
agreeable Prospect. Those of
higher Rank, and more ous
Sentiments, durst not discover
the Surprise or Honour with
which they were struck at the
Proposal of an Enterprise so
unexpected and atrocious; as
each imagined the other to be
in the Secret of the Conspiracy,
and saw himself surrounded by
Persons who waited only a
Signal from their Leader to
perpetrate the greatest Crime.
With one Voice them all
applauded, or feigned to
applaud, the Undertaking.
Having thus fixed and
encouraged his Associates,
before he gave them his last
Orders he hastened for a
Moment to the Apartment of
his Wife, a Lady of the noble
House of Cibo, whom he loved
with tender Affection and
whose Beauty and Virtue
rendered her worthy of his
Love. The Noise of the armed
Men who crowded the Court
and Palace having long before
this reached her Ears, she
concluded some hazardous
Enterprise to be in Hand, and
she trembled for her Husband.
He found her in all the Anguish
of Uncertainty and Fear; and,
as it was now impossible to
keep his Design concealed, he
informed her of what he had
undertaken. The Prospect of a
Scene so full of Horrour, as
well as Danger, completed her
Agony; and, foreboding
immediately in her Mind the
final Issue of it, she
endeavoured, by her Tears, her
and her Despair, to divert him
from his Purpose. Fiesco, after
in to soothe and to inspire her
with Hope, broke from a
Situation into which an Excess
of Tenderness had unwarily
seduced him, though it could
not shake his Resolution.
""Farewell, he cried, as he
quitted the Apartment, you
shall other never see me more,
or you shall behold to-morrow
every Thing in Genoa subject
to your Power.""
As soon as he rejoined his
Companions he allotted each
his proper Station; some were
appointed to assault and the
different Gates of the City,
some to make themselves
Masters of the principal or
Places of Strength. Fiesco
received for himself the Attack
of the Harbour where Doria's
Gallies were laid up, as the
Post of chief Importance, and
of greatest Danger. It was now
Midnight, and the Citizens
slept in the Security of Peace,
when this Band of
Conspirators, numerous,
desperate, and well armed,
rushed out to execute their
Plan. They surprised, without
Resistance, some of the Gates.
They got Possession of others,
after a sharp Conflict with the
Soldiers on Guard. Verrina,
with the Galley which had been
fitted out against the Turks,
blocked up the Month of the
Dorsna, or little Harbour where
Doria's Fleet lay. All Possibility
of Escape being by this
Precaution cut off, when Fiesco
attempted to enter the Gallies
from the Shore to which they
were made fast, as they were
unrigged and disarmed, having
no Crew on Board but the
Slaves chained to the Oar, they
were in no Condition to make
Resistance. Every Quarter of
the City was now filled with
Noise and Tumult, all the
Streets resounding with the Cry
of ""Fiesco and Liberty."" At that
Name, so popular and beloved,
many of the lower Rank took
Arms, and joined the
Conspirators. The Nobles and
Partisans of the Aristocracy,
astonished or affrighted, shut
the Gates of their Houses, and
thought of Nothing but
securing them from Pillage. At
last, the Noise, excited by this
Scene of Violence and
Confusion, reached the Palace
of Doria. Giann started
immediately from his Bed; and,
imagining that it was
occasioned by some Mutiny
among the Sailors, rushed out
with a few Attendants, and
hurried towards the Harbour.
The Gate of St. Thomas,
through which he had to pass,
was already in the Possession
of the Conspirators, who, the
Moment he entered, sell upon
him with the utmost Fury, and
murdered him on the Spot. The
same must have been the Fate
of the elder Doria, if Jerome de
Fiesco had executed his
Brother's Plan, and had
proceeded immediately to
attack him in his Palace; but, he
from the sordid Consideration
of preventing its being
plundered amidst the
Confusion, having forbid his
Followers to advance, Andrew
got Intelligence of his
Nephew's Death, as well as of
his own Danger, and, mounting
on Horseback, saved himself
by Flight. Mean While a few
Senators had the Courage to
assemble in the Palace of the
Republick. At first some of the
most daring among them
attempted to rally the scattered
Solders, and to attack a Body
of the Conspirators; but, being
repulsed with Lose, all agreed
that Nothing now remained but
to treat with the Party, which
seemed to be irresistible.
Deputies were accordingly sent
to learn of Fiesco what were
the Concessions with which he
would be satisfied, or rather to
submit to whatever Terms he
should please to prescribe.
But by this Time Fiesco, with
whom they were empowered to
negotiate, was no more. Just as
he was going to leave the
Harbour, where every Thing
had succeeded to his Wise, that
he might join his victorious
Companions, he heard some
extraordinary Uproar on Board
the Admiral Galley. Alarmed at
the Noise, and seating that the
Slaves might break their C, and
overpower his Associates, he
ran thither; but, the Plank
which reached from the Shore
to the Vessels happening to
overturn, he fell into the Sea,
whilst he hurried forward too
precipitately. Being loaded with
heavy Armour, he sunk to the
Bottom, and per in the very
Moment when he must have
taken full Possession of every
Thing that his ambitious. Heart
could desire. Verrina was the
first who discovered this fatal
Accident, and, foresting, at
once, all its Consequences,
concealed it with the utmost
Industry from every One but a
few Leaders of the Comp Nor
was it difficult, amidst the
Darkness and Confusion of the
Night, to have kept it secret,
until a Treaty with the Senators
should have put the City in the
Power of the Co. All then
Hopes of th were disconcerted
by the Imprudence of Jerome
Fiesco, who, when the Deputies
of the Senate inquired for his
Brother, the Count of Lavagna,
that they might make their
Proposals to him, replied, with
a child Vaty. ""I am now the
only Person to whom that Title
belongs, and with treat."" These
Wo covered both to his Friends
and Enemies what happened,
and me Impression which
might upon . The Deputies, this
Event the only One which
modern might turn to that
Adventure. with the to the
Change in their Circumstances,
and made high W they
endeavoured to gun Time by
the Negation, the rest of the Se
and Body of the Republick. On
the Hard the Conde at the
Death of a Man whom and pl
away and . That been Many of
the Con to their an and of Day
from a City which, lat a few
House be .
Next Morning every Thing was
in Genoa; not E be the Violence
of the former Night aj Con
conducted then enterprise with
more and gained all this
advantages by Surprise, rath
Force of Arms. Towards
livening, Andrew Doria
returned to being met by all the
Inhabitant, who received him
with A . Though the Durance as
well as Danger of the preceding
were fresh in his Mind, and the
mangled Body of his Kinnan
still be Lyes, such was
Moderation and Magnanimity
that the by the Senate the
Conspirators did not exceed
that just Measure of Severity
which was requisite for the
Support of Government, and
was dictated neither by the
Violence of Resentment nor the
R of Revenge.",nonslave
The Virginia Gazette,1,Alexander Purdie and John Dixon,1771_04_11,"April 11, 1771",1771,"Extract of a Letter from
Jamaica, November 14.
""Thursday Thing that has
occurred here, worth writing,
since my last, has been for
some Time past formed among
the Negroes to massacre every white person in the island. This
hellish Plot was luckily
discovered, usually are, before
put into Execution, and for
which we ought to be thankful
to God. We are now daily
taking up the principal Negroes
of the different Gangs; some of
them hanged, some burnt, and
others be, after being first
strangled. Their Heads are
fixed on along the high Roads,
as a Warning to the rest.""",blackUnrest
The Virginia Gazette,1,Alexander Purdie and John Dixon,1771_04_18,"April 18, 1771",1771,"They write from Barbados that a French Guineaman, in her Passage between Gored and Martinico, had been cut off by an Insurrection of the Slaves , who murdered all the Crew; and that the Ship, after being tossed about for several Weeks, was found at Sea lately, with only nine Negroes alive on Board.",blackUnrest
The South Carolina Gazette,NA,Peter Timothy,1771_04_25,"April 25, 1771",1771,"The conspiracy formed
between the Maruis de
Grimaldi, the head of the
Spanish ministry, and the Due
de to involce Europe in a
general war, was the real cause
of the disgrace of the latter. It
was agreed between the two
ministers, that the negotiation
with England should be
protracted, a French army of
40,000 men could be got ready
to march into Brabant. The
Count de Stainvill, brother, was
to have the command, and to
carry a requisition, that the
United Provinces should
immediately become parties in
the war on the side of France;
in case of a refusal, he was to
commence bothlities. The
States, upon the discovery of
this feeret machination, applied
immediately to the Kind of
Prussia, whose Minister was
the first person who carried the
designs of Choiseul to the
King, his master. Louis, who is
naturally an enemy to
bloodthed, preferred the turning
out of his minister to a war.",nonslave
The Virginia Gazette,2,William Rind,1771_05_02,"May  2, 1771",1771,"A Gentleman, in about eight
Days from Newborn (in North
Carolina) reports that the
Regulators, who upon the
Release of Husbands seemed to
have been appeased, had begun
a new Insurrection; and that
Governour Tryon, with a
considerable Body of the
Militia, was preparing to march
against them",nonslave
The Virginia Gazette,1,Alexander Purdie and John Dixon,1771_05_02,"May  2, 1771",1771,"By private letters which were
received on Monday night,
France is involved in one
universal scene of con The
inhabitants in all inland
provinces, dest of every thing
that can render life
comfortable, or even tolerable,
are rising into petty
insurrections, it was feared,
would very soon become
general; and the inhabitants of
Paris and clamorous about the
loss of their few remaining
liberties. His Majesty comes as
seldom as possible into Paris;
never, indeed, but when it is
absolutely necessary. He
resides at Versailles, and but
little company. On the 6th inst.
a traiterous paper up in the
square of Lewis XIV advising
the people in a revolution.
The King and Queen, and the
young Princes, were at the and
bell given by the Duke of Glou
lest. Their Majesties danced
both A young Lady of fashion,
of his own age, danced with the
Prince of Wales. The King up
and speaking to her, the young
very gallantly observed, Sir,
this young Lady age to me; she
has been engaged to dance
with me for some time past,
young Majesty must not think
of me of Another time, in the
same evening, the Lord March
by the hand, and him up from
the other end of the room,
called out to the musician,
Come, Gentlemen, play us
Night cap.",nonslave
