"doc_id","file_name","sentence","date"
"175","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_06_16_row_175.txt","and his lady being a princess of the family of Holstein, has begged leave of his majesty to retire to her native country, Germany.","1759_06_16"
"175","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_06_16_row_175.txt","Extract of a letter from Lisbon, dated Feb. .","1759_06_16"
"175","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_06_16_row_175.txt","""This day the Jesuits have had all their effects sold, even to their beds, by which they are entirely ruined, for being concerned in the late conspiracy.","1759_06_16"
"176","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_06_23_row_176.txt","They write from Lisbon, of the th ult.","1759_06_23"
"176","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_06_23_row_176.txt","that every thing was very quiet there: That nothing had happened about the criminals some time;","1759_06_23"
"176","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_06_23_row_176.txt","the colleges of the Jesuits were still blockaded;","1759_06_23"
"176","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_06_23_row_176.txt","and that it was thought most of the criminals, both laymen and ecclesiasticks, would be banished to the Portugueze settlements beyond sea.","1759_06_23"
"176","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_06_23_row_176.txt","The particulars of the conspiracies of these fathers, is expected to be published in a short time.","1759_06_23"
"177","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_07_14_row_177.txt","They write from Iisben, that  large Venetian men of war, each of  guns, have lain for some time in that port, which occasions much speculation.","1759_07_14"
"177","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_07_14_row_177.txt","The rebuilding the city goes forward.","1759_07_14"
"177","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_07_14_row_177.txt","The exchange will be one of the finest in Europe, built partly on the model of that of London, and partly on that of Amsterdam.","1759_07_14"
"177","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_07_14_row_177.txt","His majesty persists firmly in his resolution to punish the Jesuits embarked in the conspiracy against his person, in the most exemplary manner, and to suppress the order in his own dominions.","1759_07_14"
"178","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_08_25_row_178.txt","WE have not learnt any further Particulars of the YoungTwin's Plot, than that when he opened it to the Chero's, they rejected his Proposal, and consented condition by only that the Check should strike the Blow.","1759_08_25"
"178","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_08_25_row_178.txt","And that one Part of their Agreement was, not to shew the least Dislike, but make the strongest Professions of Friendship to the white People, 'till the very day appointed To murder them.","1759_08_25"
"178","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_08_25_row_178.txt","Besides the Reinforcement of Troops ordered to the Cherokee Country, several Wans, loaded with Stores, were sent for our Forts last Week.","1759_08_25"
"178","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_08_25_row_178.txt","Some Lovers insuate, that I , Malatch's Son.","1759_08_25"
"178","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_08_25_row_178.txt","is at the Bottom of the Indian Conspiracy.","1759_08_25"
"179","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_01_row_179.txt","Other Advices directly from Augusta;","1759_09_01"
"179","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_01_row_179.txt","are, That a greater Number of Cherokec's than ever appeared before in those Woods, have for  Weeks past, been hovering about among the Creek's, on both Sides of Savannah River, at no great Distance from the Settlements: And, that they had sent a Talk to Governor ELLIS, calculated to make seem free from evil Intentions, yet in a Stile not the most promising;","1759_09_01"
"179","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_01_row_179.txt","and desiring he would meet them at Broad River, to hear what they had further to say.","1759_09_01"
"179","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_01_row_179.txt","And, that a Runner from the Young Twin, dispatched from the Chenakee Country, was said to have arrived in the Coweta's Town, on the same Day that our Express advised the Traders of his Conspiracy.","1759_09_01"
"180","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_08_row_180.txt","SUNDAY last an Express returned here from Mucculdssa (the WOLF King's Town) in the upper Creek Nation of Indians, with Dispatches to His Excellency the Governor, from the Hon.","1759_09_08"
"180","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_08_row_180.txt","EDMOND ATKIN, Esq;","1759_09_08"
"180","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_08_row_180.txt","His Majesty's Agent, &c.","1759_09_08"
"180","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_08_row_180.txt","dated the th of August �We have been favoured with the Copy of a Letter from the said Gentleman, of the above Date, which, as is contains a Summary of his important Transactions, we shall lay before the Public, for their Satisfaction, in nearly his own Words: After acknowledging the Receipt of the Dispatch advising of the Discovery of the Young Twin's Conspiracy, and mentioning some Steps he had taken thereupon, he goes on.","1759_09_08"
"180","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_08_row_180.txt","""I had before so disconcerted the Schemes of the Cherokee's, some of whom came to these upper Towns from over the Mountains and went to the French Fort, as well as others to Coweta from their lower Towns, that I have not the least Apprehension of any ill Consequence from the rash and illadvised Proposal and Resolution of the Creeks who had the private Meetings lately at Keowee,�� ��.I have made my Way ood to this Spot, within six Miles and an half of the French Fort at Halbama, in Spite of all their Opposition, Menaces and Bribes, and the innumerable Artifices of themselves and their Adherents;","1759_09_08"
"180","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_08_row_180.txt","and notwithstanding the past Clamour and Uneasiness, before and at my first Arrival in the Nation, the Traders remark, that it was never in so great a State of Tranquillity as it hath been airing the Busk, and is at present, throughout all their Towns, the chief leading Men in the French Interest being entirely silenced.","1759_09_08"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","The Pope has desired time to consider his most faithful majesty's long dispatch, in which are contained authentic testimonies or the Jesuits having concerted the conspiracy against him;","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","a deduction of circumstances of public notoriety, which are stronger than any testimony;","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","and lastly the consessions of some of themselves.","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","Upon these motives his majesty declares his intention to abolish the order, and to banish the persons of the Jesuits out of his dominions.","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","The following has been communicated to us, as an Account of what we have hitherto called the YoungTwin's Plot: It now appears to have been the LowerCherokee's, and has been revealed by a Creek Indian, who was present at the late alarming Interviews with the Chactaw's.","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","He says, That be accompanied Nehalacko, a Headman of the Palachucolas in the LowerCreek's, to renew the Friendship that subsisied between the two Nations: That they accordingly arrived at Keowee the beginning of last Month: That upon their Arrival a Council was immediately called, whereat the Cherokee's related a long Train of pretended Griavanes, such as, the Loss of their People on the Frontiers of Virginia, Encroachments on their HuntingGrounds, &c.","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","declared that nothing but the Fear of drawing the Resentment of the Creeks upon them, preventing their taking a Resolution to break with the English, and desired to know what Part they (the Creek's) would take in the Quarrel;","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","or, if they would agree to sta Neuter: That Nehalacko thereupon censured them, as the sole Authors of the Evils brought upon them, by suffering us to build Forts in their Nation, and being too familiar with us,&c.","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","and told them, for his Part, be could not engage that the Creek Nation would take any Part in their War: That the Cherokee's then insisted he would return with all possible Expedition to his Country, to sound the Dispositions of his Countrymen;","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","and immediately after send off two Headmen, with the Result of that Council;","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","by which they would regulate their future Conduct.�If this be true (which we have no Reason to doubt) it is plain the LowerCherokee's were not satisfied with the Murders of the Rowan Settlers, but intended further Mischief.","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","The Creek's not having show an Eagerness to join them, we may fairly deduce, that the lately dreaded Indian War is n a fair Way of being prevented;","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","the Cherokee's denying the Subject of their Interview with the Creek's, and Change of Conduct since the Mankiller's Talk to the LowerTowns, but more especially since their receiving his Excellency's Talk, seem to us clear Proofs of it.","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","One of the chief Complaints of the Cherokees, is, that they are cramped in their Hunting Grounds;","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","for which they mush be allowed to have some Reason;","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","For, a great Number of lawless Vagabonds, have for some Time past obtruded themselves upon them from almost every one of the Northern Colonies, and, being equally destitute of any good Principle as of Employ, commit all kinds of Misdemeanours: To such Obtruders, it is most probably owing, that any white People are scalped, and that we have any bad Talks, for some of them are known to have ingratiated themselves enough with the Indians to sow Dissentions among them, and lay the Faults they commit to others: We could even name some, did our Intelligence amount to positive Proof;","1759_09_22"
"181","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_09_22_row_181.txt","and 'till Measures can be fallen upon to expel these Villains, it can hardly be expected that Matters will go altogether well in the Cherokees","1759_09_22"
"182","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_10_27_row_182.txt","London, August .","1759_10_27"
"182","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_10_27_row_182.txt","Letters from Berlin bring a confirmation of the discovery of a plot to burn down that city.","1759_10_27"
"182","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_10_27_row_182.txt","Upwards of  of the conspirators (deserters from different nations, but chiefly French) are imprisoned 'till the king's pleasure is known","1759_10_27"
"183","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_11_24_row_183.txt","The Accounts received in the Camp the th Instant from the Charkees, puts us in Mind of a Letter we received about is Days ago from one of the MiddleTowns, dated the th of October;","1759_11_24"
"183","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_11_24_row_183.txt","wherein we were told, ""That the Headman of that Town had on the th, early in the Morning come to the Writer, and after first insisting that he would solemnly promise not to reveal one Thing be should tell him, to any in the Nation, acquainted him: That all the Satisfaction the Indians who were then going to Town intended to offer, was, that every, Murderer should be sent out in Quest of a French Scalp or Prisoner for every white Man be had killed;","1759_11_24"
"183","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_11_24_row_183.txt","that they looked upon thus running the Risque of their Lives as a suffuicuebt Retaliation;","1759_11_24"
"183","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_11_24_row_183.txt","and that if this Offer did not prove satisfactory, they were bent upon Mischief, and Mr. Gouedy's Store was the first Place they had pitched upon to plunder: That there had been general Conspiracy among the Indians, viz.","1759_11_24"
"183","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_11_24_row_183.txt","the Upper and Lower Cherokees, Creeks and Catawba's (the Chiekasaws only were ignorant of it);","1759_11_24"
"183","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_11_24_row_183.txt","and that the said Cherokees then in Town, had carried several Wenches with them who could speak English well, in particular one Seer's Wench, that had loved in Town a long Time, to give us a shocking Specimen of Indian Policy, to be put in Practice in Case the Governor should not then give them a Talk to their Mind.","1759_11_24"
"184","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1759_12_29_row_184.txt","WE hear there have been insurrections in several parts of France by the common people, whoare drove to the greatest extremities: And that to appease them, the people in power give out, that they will at all events invade GreatBritain in a very short same, and raise up the present drooping glory of the grand monarque.","1759_12_29"
"185","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_01_08_row_185.txt","Milan, sept..","1760_01_08"
"185","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_01_08_row_185.txt","The senate of Genoa has ordered all the Capuchins in the territories of the republic, to depart before the end of this month.","1760_01_08"
"185","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_01_08_row_185.txt","This is owing to a discovery that these good fathers were very industrious in procuring succours for the Corsican rebels.","1760_01_08"
"186","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_01_26_row_186.txt","London, October .","1760_01_26"
"186","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_01_26_row_186.txt","Letters from Holland advise, that the French court are appsehevice of an insurrection in Normandy prevent which, and their being assisted therein by the English, they had within a few days starched up wards of , troops into that quarter.","1760_01_26"
"186","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_01_26_row_186.txt","London, October .","1760_01_26"
"186","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_01_26_row_186.txt","By some particular letters from Petersburg, we have advice, that Mr. Keith the British minister there, was neguciating a treaty of importance, which rotated reciprocal between the two courts for assisting each other if occasions should require.","1760_01_26"
"186","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_01_26_row_186.txt","Accounts from Parts represent the court and government in the utmost confusion.","1760_01_26"
"186","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_01_26_row_186.txt","At the juncture the king seens to have adopted the New or some call it the Austrian System.","1760_01_26"
"186","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_01_26_row_186.txt","The is to be of France;","1760_01_26"
"186","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_01_26_row_186.txt","the prince and duke of Broglio ( he likes, to be cassed) is to command uncut the R and the duke de choi is to conduct civil of fairs.","1760_01_26"
"186","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_01_26_row_186.txt","The marshal duke de pelleisle is displaced;","1760_01_26"
"186","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_01_26_row_186.txt","but on the other hand since his famous letter to Contades, he is amazingly the public oplinon, which chagrin him extremely it is will have the department of war;","1760_01_26"
"186","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_01_26_row_186.txt","and some say there wall change in the branch Constans, events to come out of the English This step is supposed to be taken, to endeivour to quiet, in degree, the of the people, who are ripe for insurrection.","1760_01_26"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","The following is the Substance of the Information given us lest Week by Mr. Thomas Beamer.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","THAT for some time after the conclusion of the late treaty with the Charles at fort Prince George, he did not observe the apparent dissatisfaction or ill hurnour in any of them;","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","on the contrary, that they seemed content, well and remarkably its all friendly offices and acts of to the white people �That on the th or th of January,  or So Cherokees, all of the LeverTown (except the Round O, then amongst them) who had assembled at Estates, headed by the YoungWarrer of that town, and of K, came, leading two murderers, whom they pretended they were going to deliver up to Mr. Coytmore, to his father's cowpen, where he resided, two miles on this side Estatee, and desired him to go with them as their linguist or interpreter.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That they had no firearms whatever with them, and if they had other weapons they must have concealed them under their blankets.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That after he had gone with them some part of the way,  of the party separated and took a different route;","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","and he proceeded with the rest to the fort, where they arrived at  o'clock P.M.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That they acquainted Mr. Coytmore they came to deliver up two murderers, and to obtain the release of two hostages;","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","and desired they might be admitted into the fort altogether, to see their friends, and choose which of them to release.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That Mr. Coytmore answered, he could not admit more than  or  at a time, and, when that number went out, as many more, &c.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That thereupon  or  rushed into the fort, and the gate was shut to keep out the rest.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That he heard Mr. Coytmore had been warned the day before, by John Houses, and , two traders, (the lest named of whom was then in to be on his guard, and that the to have some mischievous designs in their heads, and perhaps would attempt to surprise the fore.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That he () cannot out with those that had been admitted, when the rest pretended that the two murders had escaped.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That he observed to ill disposition in the, even after this, nor were they insolent;","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","and he immediately went home to his father's.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That two days after, an Indian boy of Knowce, called there on his way to Estatee, dressed in a new blanket, with a new pair of white men's shoes on.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That he questioned the boy whither he was going, and where he got those things.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That the boy answered, he was going to to fetch some physic for the warriors, and had got the blanket, &c.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","at John store.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That he immediately recollected, it was usual for the Charles when they had done mischief, to take some kind of drug to ease their minds after it, and conclude the boy could not come by the blanket, &c.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","honesty.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That he thereupon questioned the boy more closely, whether the Indians had not murdered , and plundered his store.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That the boy answered they bad done both, and killed ten more white men at his house.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That upon this his father took the alarm, and was conveyed by him out of danger, traveling thro unfrequented places in the night.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That he returned tow days after to his father's house to remove his mother, his sisters, someslaves and goods.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","That when he arrived there his mother * told him, ""That during his absence she bad seen some Indians pass thro' the yard all dressed in new with a scalp upon a pole, which for judged to be Elliott's, and one of them riding upon Elliott's horse, with his saddle, bridle, and silver ;","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","but that no Indian but called at the house: That she bad however got information of all the that was done: That the  warrior who from the gang with which he went to fort Prince George, directly to Elliott's house (which was situated about a mile and half from the fort) where they immediately butchered the following persons, John himself, who, ran mite after being before they could kill him;","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","Charles Groves who himself bravely for some time;","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","Joseph Axson, one the sworn interpreters at the late treaty;","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","James May.","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","Thomas Leopard, William Young, John Bird (nicknamed square eyd Jack) James Fraser, Patrick Campbell, Maurice Morris, and Dick the sailor: That at the same place they took John Winborn and Maurice Gwynn: That they bad also killed a soldier at a bagpen about  yards from that fort, and wounded another who escaped into it;","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","and bad likewise killed nine white men in other towns;","1760_02_09"
"187","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1760_02_09_row_187.txt","one of than John Kelly, in the town of Notally, whom they cut into quarters, which they stuck up upon poles."" That he staid at home two days afterwards, packing up goods, &c.","1760_02_09"
