newspaper,newspaper_ID_histCommons,printer,date,written_date,year,text,notes,written_date,resistance_tag
The South Carolina Gazette,NA,Peter Timothy,1748_08_01,"August  1, 1748",1748,"London, April14. Last Saturday
36 Carriages, with the like
Number of Guns, were shipp'd
at the Vower, sun the Isle of
Skie in Scotland, where two
Castles are erected, for the
better Defence of that Island,
against any future Attempts of
the French to spirit up a
Rebellion.",,"August  1, 1748",nonslave
The South Carolina Gazette,NA,Peter Timothy,1748_08_08,"August  8, 1748",1748,"The Right and Capacity
of the People to judge of
Government.
THE World has, from Time to
Time, bee led into a long Maze
of Mistakes, by those who
gained by deceiving, that
whoever would instruct
Mankind, must begin with
removing their Errors; and if
they were every where honestly
apprized of Truth, and restored
to their Senses, there would not
remain one Nation of Bigots
and Slaves under the Sun: A
Happiness always to be wished,
but never expected!
In most Parts of the Earth there
is neither Light nor Liberty; &
even in the best Parts of it they
are but little encouraged, and
coldly maintained; there being,
in all Places, many engaged,
through Interest, in a perpetual
Conspiracy against them. They
are the two greatest Civil
Blessings, inseparable in their
Interests, and the matual
Support of each other; and
whoever would destroy one of
them, must destroy both. Hence
it is, that we every where find
Tyranny and Imposture,
Ignorance and Slavery, joined
together; and Oppressors and
Deceivers mutually aiding and
paying constant Court to each
other. Where-ever Truth is
dangerous, Liberty is
precarlous.",excerpt of a longer article,"August  8, 1748",nonslave
The South Carolina Gazette,NA,Peter Timothy,1748_10_10,"October 10, 1748",1748,"As the insurrections in
Holland, and the
alteration thereby
decasion'd, is one of the
most important
occurrences since our
last, we shall begin with
an account of that affair.
A part of the publick revenue of
the united provinces was raised
by small duties or taxes, call'd
pachts in Dutch, upon almost
all the necessaries of life: These
packhts were farmed out to
private men, who for that
reason were called pachters,
and who were empowered by
law to raise and collect them by
their own officers, of whom
they kept a great number in
daily pay, besides a good many
informers; and as they
generally had good bargains,
they not only grew rich, but
lived i a more sumptuous
manner than most private men
were able to do, which raised
both the envy and jealousy of
the people in every one of the
seven provinces. The populace
n the province of Groningen
were the first that began, about
the end of last month, to appear
in a tumultuous manner against
these pachters, and to demand
an abolition of all these duties
as well as a redress of some
other grievances. In this
province the states were so wife
as to prevent any fatal
consequences by an immediate
compliance with the demands
of the populace: but the states
of Frisland being a little more
obstinate, the tumults of the
populace in that country came
to a greater height, especially
as they hadnot yet settled the
stadtholdership, in the same
manner as it had been settled
by most of the other provinces.
The mob not only plundered
and demolished all the houses
of the pachters in that province,
but also the houses of some of
those gentlemen who were
thought averse to any alteration
in the government : so that the
states were as last obliged to
comply with all their demands,
which consisted of 14 articles,
the chief of which were, 1st,
That the stadtholdership and
succession there into should be
established in the family of
Orange as it was in most of the
other provinces, 2dly, That all
the farms of the country and
cities should be so abolished as
never to be re-established. 3dly,
That a commission should be
appointed to extaing into the
state of finances and treasury of
the province; and there for
abolishing certain superfluous
employments, and diminishing
the appointments of others, and
their power to extend to mility
as well as civil employments :
and a third, to examine the boo
of suffrages on p0ll-book, and
to reform all buses therein. The
populace of the provine of
Utrecht began likewise to sheer
the same sum ultuous spitit, but
the states prevented their
commuting violence, by a
compliance with their demands.
At last the infection reached the
province of Holland, where the
states thought to have
prevented any violent
proceedings, by a fort of
debecupry proclamation setting
forth the Inconveniencies that
would attend the abolition of
the taxes, and threatening the
refractory with severe
punishment; but this had a
quite contrary effect, for the
mob rose as Harlene,
Amsterdam,Leydres, and the
Hague, and were more
outrageous than they had been
any where else ; and as they
were fired upon by the burghers
both at Amsterdam and the
Hagur, a great many were
killed, wounded, to death or
drowned in the camels, which
their fury, so that the houses
and goods of every one of the
pachters in or about all those
were demolished, and in such
works consequences might
have ensued, if it had not been
for the sensenable speech made
on that Occasion by the Prince
of Orange to the Cites of
Holland and and their
resolution thereupon, to abolish
all the forms, And to contrive
some other methods for
supplying the deficiency them
by so in the public revenue;
which will of course greatly
add to the power and influence
of him for as highness, as all or
of the party, of to him and the
new offers to be appointed as
some must be, for raising and
collecting any new taxes that
may be imposed, will all be of
his nomination.
Stockholm, May, 25. To the
Declaration of the English
Minister at this Court (See our
Goethe No. 754) Count Tellin
has made the following Answer
: 'The King, Sir, does not know
what you mean by the indecent
and unusual Term of Indignities
committed against the
Character you are invested with
: And as to the Grievances, his
Majesty imagines he has
already explain'd himself to
your Court on that Head in a
satisfactory Manner. As to the
test, since it is natural that you
should follow the Tenor of the
Orders you have received, and
as we are unwilling to be
charged with giving any
Obstruction to your
Compliance with them, you
will receive herewith the
Passports you desired. You are
very sensible the King's
Moderation springs solely from
his Regard for your Court. His
Majesty, Sir, has commanded
me to acquaint you in his
Name, that he will never
confound the Consideration he
bears to his B Majesty and the
English Nation, with the just
Complaints which he has been
obliged to make against your
Conduct and during your Stay
here; and that he will always
receive with the Regard due to
the King your Master, the
Person whom his Britannick
Majesty shall think fit to
nominate to reside here in your
Room.
Hamburg, May 31. They write
from Stockholm, that the Court
seems very much discontented
at the Departure of the British
Minister without taking his
Leave ; and 'tis said, that the
Prime Minister Count Tessin,
has ordered a very large
Account to be drawn up of the
Disputes that have happened
with the said Minister ; to
which will be added, an
Appendix of Proofs; and it is
thought the same will be sent to
all the Courts in which the
Crown of Sweden has any
Minister constantly resident",,"October 10, 1748",nonslave
The South Carolina Gazette,NA,Peter Timothy,1748_10_31,"October 31, 1748",1748,"August 10. By a Letter from
Vientia, dated August 3, we are
told that a great Number of
persons concerned in the late
Conspiracy at Constantinople,
have been strangled and thrown
into the Sea: The Greeks and
Armenians have assisted in
destroying the Revolter.",,"October 31, 1748",nonslave
The South Carolina Gazette,NA,Peter Timothy,1748_11_14,"November 14, 1748",1748,"THO' it is generally
supposed, that the late
mobs and Insurrections
in the United Provinces,
were privately fomented
by persons of a much
higher rank than any
that appeared in them,
yet it is probable that
they were designed by
those that first raised the
fire, wherefore some of
the ringleaders have
been left to the severity
of the law.
Two in particular, a man and a
woman, who were said to be
ring-leaders in the tumults at
Amsterdam, were hanged there
the 28th ult. N.S. During the
time of execution, the populace
assembled, in a tumultuous
manner, and made some
advances, as if they intended to
rescue the criminals; but all the
avenues to the place of
execution being guarded by the
burghers, or chief citizens,
upon the mob's attempting to
force one of these avenues, the
burghers fired upon them, by
which between twenty and
thirty were wounded, or killed
dead on the spot; and the
confusion thereby occasioned
was so great, that a
considerable number of the
spectators, as well as the mob,
were pushed into the canals,
some of whom were drowned;
and several others were crushed
or trampled to death: Yet, as
this mischief was done by the
burghers, it occasioned no
murmurs; whereas, had it been
done by regular troops, it might
have occasioned a general
insurrection, unless there had
been an army in the town
sufficient to hold the whole
people in subjection. Some
others have been likewise
executed at the Hague, by
which the publick tranquility
has been restored in the
province of Holland; but in
Friesland the confusion grows
daily greater, so that it has been
resolved to send thither a
deputation from the States
General, to try to appease the
people of that province; and, at
the same time, several
regiments have been ordered to
march that way, which will
probably have a greater effect. The last Letters from
Venice mention the
Arrival of a Ship from
Ragusa, with an Account
that there had been an
Insurrection at
Constantinople, wherein
a great many Persons
had lost their Lives,
among which were the
Janir Aga, the Captain
Basha, and the
Caimacan; and that the
Suban had retired to
Adrianople.",,"November 14, 1748",nonslave
The South Carolina Gazette,NA,Peter Timothy,1748_11_21,"November 21, 1748",1748,"There has been, for some time
past, most terrible insurrections
at Constantinople, in which
above 4000 people have lost
their lives: However, the mob
so far prevailed at last, as to
oblige the sultan to depose the
prime vizir, and to appoint the
age of the ju him room.",,"November 21, 1748",nonslave
The South Carolina Gazette,NA,Peter Timothy,1749_06_05,"June  5, 1749",1749,"It has been expected, that the
Courlanders would have
proceeded to a new election,
either in confirmation of one
of the three formerly elected,
or by pitching on some fourth
person, more unexceptionable
than count MARUICE of
Saxony, BIRON, or prince
LEWIS of Brunswick; and
that they would have done
this previous to, or during the
sessions of the Polish dyet, of
which the dukes of Courland
are oblige to receive
investiture in toke of
dependence. There was a
report, that court
MAURICE, flushed with new
honours in the field as a
marshal of France, and laden
with riches in consequence of
his success, would again
assert his claim with all the
weight of French influence:
And, on the other hand, that
the empress of Russia would
recal count BIRON from his
Siberian exile, and support
him in opposition to that
influence. As to the prince of
Brunswick, though the last
chosen, he was not again
mentioned to be brought in
the list. But we have been told
of another candidate who, 'tis
said, will offer himself when
the states of Courland
assemble, whose interest,
supported by his Prussian
majesty, will, in all
appearance, stand in
competition with that of the
Russian empress; especially
as the internal state of her
empire is not altogether
secure, a plot, tho' of what
nature is unknown, having
been discovered at
Petersburgh. There have been
so many fires in the Russian
empire, within the compass of
the last twelve months, that it
would have been impossible
to ascribe them to accident, if
it had not been discovered
that they were caused by a set
of malignant incendiaries,
some of whom have met with
the reward justly due to their
demerit. The city of Moscow,
the old capital of Russia, had
several thousand houses
destroy'd, in the room of
which new streets are already
built with greater elegance
than before. Poland, into
which the incendiaries spread
themselves, has been a great
sharer in the same calamity,
several of her towns being
reduced to utter ruin.",plotting,"June  5, 1749",nonslave
The South Carolina Gazette,NA,Peter Timothy,1749_06_19,"June 19, 1749",1749,"The trouble given to the
Genoese in Corsica was
balanced by the insurrection
in Sardinia.",insurrection as balance,"June 19, 1749",nonslave
The South Carolina Gazette,NA,Peter Timothy,1749_08_28,"August 28, 1749",1749,"On Sunday last the truly
brave, but unfortunate,
Major Richard Bowles,
arrived in Town from Preston
Pans in Scotland, where he
has continued ever since the
Battle there, under the Care
of several Surgeons, for the
Recovery of the many
Wounds he got in that
unhappy Fight, where he
received two Musket Balls in
his body, five very dangerous
Cuts with a Broad Sword,
and was also five times
stabb'd with a Durk, in the
Field of Battle, where he was
taken Prisoner by the Rebels,
after he had been shamefully
deserted by the Squadron
then under his command;
and, we hear, he intends
shortly to go to Bath for the
more perfect Recovery of his
Health",,"August 28, 1749",nonslave
The South Carolina Gazette,NA,Peter Timothy,1749_10_09,"October  9, 1749",1749,"They write from
Schaffhousen by To-day's
Mail, that the timely
Discovery of the Plot hatch'd
at Berne had preserved that
City from the most terrible of
all Desolations. According to
the Advices they had received
of the Affair, the Project of
the Conspirators was to have
seized on all of the Avenues to
the Place wherein the regency
holds its Assemblies; to have
massacred all the Members of
which the Regency is
composed; to have set Fire at
the same Time to the four
Corners of the Town; and to
have profited from the
general Confusion, in the
putting in Execution the Rest
of their designs, and changing
the Form of the Government:
The principal Accomplices,
they say, have been arrested;
but many others have
escaped.",,"October  9, 1749",nonslave
The South Carolina Gazette,NA,Peter Timothy,1749_10_30,"October 30, 1749",1749,"And they write from
Schaffhausen by today's mail,
that the timely discovery of
the plot hatched at Berne had
preserved that city from the
most terrible of all
desolations. According to the
advice they had received of
the affair, the project of the
conspirators was to have
seized on all the avenues to
the place wherein the
Regency holds its assemblies;
to have massacred all the
Members of which the
Regency is composed; to have
set fire at the same time to the
four corners of the town; and
to have profited from the
general confusion, in putting
in execution the rest of their
designs, and changing the
form of the government; the
principal accomplices, they
say, have been arrested; but
many others have escaped.
London, July 15. They write
from Paris, that, according to
a plan laid down by M. de
Rouille, they are to have in
time of peace ready to put to
sea from their ports, 111 ships
of the line, 54 frigates, 22
bomb ketches, and 25 fire-
ships; and their letters
expressly specify the number
of each that every port is to
furnish.
Basil, July 11. The plot, lately
discovered at Berne in
Switzerland, may justly be
compared to that hatched two
centuries ago against the
government of the state of
Venice. It was to have been
put in execution in the night
between the 5th and 6th
instant; but the whole project
was the day before related to
a Counsellor of the Regency
by one of the principal
conspirators, who, it seems,
was stung with remorse or
reflexion; upon which a
Council was assembled, and
the affair kept so private, that
20 of the chiefs of the
conspiracy were without the
least difficulty taken in their
midnight meeting, who have
been since condemned, and a
day fixed for their execution.
The famous Capt. Ducrat,
who was formerly hanged in
effigie at Geneva, for the
concern he had in the
troubles of that city, and who
was no better than a prisoner
here, is said to have been the
author and direction of this
whole scheme. London, July 19. A like
conspiracy has also been
formed against Malta**; and
according to accounts
received at Rome of it, it was
formed by the Bashaw of
Rhodes, who was carried in
prisoner there some time ago;
he had brought into his
design all the slaves in the
island, to the number of
15,000, who, at a certain
hour, were to massacre each
his master. They expected to
meet with little difficulty in
making themselves masters of
the island, as it is ill fortified,
many of the Knights and
soldiers out cruizing, and
were assured of speedy
assistance from the Algerians,
who were let into the plot. It
was discovered by a Greek,
who understood the Turkish
language, and overheard a
conversation of the
Ringleaders. Other letters
say, that one of these last,
having secured to himself a
pardon, betrayed the whole
to the Grand Master, when it
was within eight hours of
being put in execution. Malta, June 20. We are now
well inform'd that the
Bashaw of Rhodes is one of
the principal authors of the
conspiracy which was
discover'd the 6th of this
month. This Bashaw was
brought hither a prisoner
about a year ago, y a negro,
named Cara [ ], who had
seiz'd upon his galley, after
fomenting a mutiny among
the crew: At first he was
confined in the castle of St. [
], but some time after was let
out at the French court's
instance, and this fortress
assign'd him for his prison.
At present he has a guard of
soldiers set over him, until his
most Christian majesty [ ] his
intentions concerning him, in
consequence of the account
sent to Versailles of this black
affair.
Most of the plotters that have
been taken up and put to the
torture, have declar'd that
the Bashaw and the other
accomplices did at first
intend to poison the Grand
Master, but had since resolv'd
to massacre him; in the
execution of which design
they were to have made use of
the keys which one Famitier,
a Turk, had got made to the
doors of the inner palace,
where they were to have been
introduced by some slaves,
who lodg'd there, and were
concern'd in the plot. The
Festival of St. Peter and St.
Paul,*** we are told, was the
day appointed by the
conspirators for putting their
bloody plot in execution. The
principal Chiefs of this horrid
plot, expected assistance in
their enterprise, from the
Grand Seignor, and the
powers of Africa.",,"October 30, 1749",nonslave
The South Carolina Gazette,NA,Peter Timothy,1749_11_13,"November 13, 1749",1749,"Basil, July 26. People here
were in great consternation
upon the execution of the 16
conspirators, but as this
ceased by degrees, the
parents and friends of the
deceased began to talk in a
higher strain. Among other
things, they say, that the
conspirators had no design
upon the lives or liberties of
any body, but that the
precautions which they took,
that the remonstrances they
intended to make might not
meet with the same fate as
those which were formerly
made, and that their persons
might be secured from
violence, was laid to their
charge as a crime. Several
things have been publish'd
here by way of apology for
the persons executed, wherein
they are treated as martyrs to
the publick liberty and the
common cause. For fear this
ferment should produce some
fatal consequences, Mr.
Steiger, the chief magistrate,
and 3 of the principal
members of the senate, who
voted for lenity and clemency,
are retired into the country,
and several of the best
families are following their
example. Among the papers
of Capt. Henzi, was found the
speech which he intended to
make to the people the day
the plot was to take effect;
and 'tis said to be a very fine
piece, full of manly
eloquence, and not inferior to
those of the most celebrated
orators of antiquity; but it is
not likely that the public will
ever see an authentic copy of
it",,"November 13, 1749",nonslave
The South Carolina Gazette,NA,Peter Timothy,1749_12_11,"December 11, 1749",1749,"SPAIN.
Madrid. The company
established at St. Sebastian's
being inform'd that divers
persons carry'd on a
contraband trade at the
Caraccas with foreigners to
the company's prejudice, sent
orders to their principal
factor to take proper
measures for putting a stop to
it. The factor, on application
to the governor, obtained
some troops, and met with no
opposition to the king's
orders in favour of the
company, till he came to the
habitation of Don John
Francis de Leon, who had
amassed great riches during
the late war. This man
assembling the inhabitants of
that Cantor with the negroes,
sent word to the officer and
factor that they must retire
on peril of their lives. Some
days after (April 22) he writ
to the governor, desiring him
to order the factor and other
servants of the company to
retire from the province, soon
after with 500 men he made
himself master of the
Caraccas, and obliged the
governor with the factor and
others to retire to Guaria and
Porto Caballo; he then
appointed agents to take care
of the company's effects, and
with the rest of the rebels
resolved to admit no more of
the company's ships,
pretending, that trade ought
to be free there. These
disorders lasted from April 22
to June 24. The governor and
ecclesiastic chapter of the
Caraccas have assured his
majesty of their inviolable
loyalty, but represented that
the only way to preserve his
authority would be to abolish
the company. -- It is newly
made death for a Spaniard to
correspond with the garrison
of Gibraltar.",,"December 11, 1749",nonslave
The South Carolina Gazette,NA,Peter Timothy,1749_12_18,"December 18, 1749",1749,"There is a Report
propagated, that a Subsidy
Treaty will be made betwixt
the Crowns of Great-Britain
and Denmark; by which
100,000l. Sterling is to be
annually paid to the latter, on
the Condition that it shall
keep 10,000 Men always in
Readiness for the Service of
his Britannick Majesty; to be
employ'd by him in what
Manner he shall think proper.
It is observable on this
Occasion, whether the Report
be true or false, that, as no
such Treaty subsisted betwixt
these Courts at the Time of
the late Rebellion, that of
Denmark had not an Body of
Troops ready for the Service
of its Ally, tho' indeed it
promised to send one in case
of the last Extremity: And yet
the Alliance betwixt the two
Crowns had not long before
been strengthen'd by an
Intermarriage. But Danish
Troops, if entirely under
Command, may be always of
Use to the E----te of H----r,
how little Benefit soever may
be expected from them in
Great-Britain.",,"December 18, 1749",nonslave
The South Carolina Gazette,NA,Peter Timothy,1750_01_15,"January 15, 1750",1750,"London, Oct. 9. Private Letters
from Amsterdam continue to
influence, that notwithstanding
all that Stand of Java, that
several of the little Princes are
in Arms; and that they have a
much better Understanding
among themselves than
formerly, which renders their
Insurrections of so much the
more Consequence, and is the
true Ground of their preparing
an extraordinary Force, which
will be quickly sent to the
Indies",,"January 15, 1750",nonslave
The South Carolina Gazette,NA,Peter Timothy,1750_03_03,"March  3, 1750",1750,"A Pardon pass'd the guide Esq;
late Earl of Cro to the High
stands convicted, and all other
Treasons, &c by him
committed, on or before the
25th of August, 1749, by
Reason of his being concerned
in the late Rebellion; with
proviso, that if the said George
Mackenzie shall not be, and
remain in such. Place as his
Majesty, his Heirs, &c shall
from time to time, by his or
their Sign Manual direct, the
said Pardon to be void. His
Majesty was also pleased to
grant him the Sum of 500 l per
Annum our of his forfeited
Estates in Scotland, for the
Maintenance of his Family; and
to settle the Rest of the Money
arising by the Sale of his said
Estates, upon his Children.",,"March  3, 1750",nonslave
The South Carolina Gazette,NA,Peter Timothy,1750_04_02,"April  2, 1750",1750,"SPAIN
The insurrection at the Caracas
in the W. India, Person to much
the concern of the government,
since troops are order their to
it.—They written from Janaice
that they have received that the
inhabitants of Santa Feels have
from the Spanish government
and appointment with the /??
and his Paruse majesty, haring
himself in his benefits, the
British at Lisou has presented
him with a letter of thanks,
which was very graciously
received—Weather Mr. Kent
will succeed or not, his countly
men have evacuated the island
of Rattan, where they had made
a settlement.",,"April  2, 1750",nonslave
The South Carolina Gazette,NA,Peter Timothy,1750_08_06,"August  6, 1750",1750,"To do this, is the care and
province of Education. 'Tis by
that we are directed, when to
listen to the sollicitations of our
appetities and paons, and when
to resist them; in what manner
to regulate them, so to make
them subservient to the ends
they were intended for by that
we are accustomed to have our
childish appe and desire
frequently disappointed, and
taught to give way to sound
doc, and sober counsel; by
which we insensibly contract
an habit of denying ourselves
and our inclinations, which will
prove the most effectual means
of securing us against all the
mutinies and rebellions of the
inferior powers for the future",excerpted,"August  6, 1750",nonslave
The South Carolina Gazette,NA,Peter Timothy,1750_09_24,"September 24, 1750",1750,"Edinburgh, May29. His
Majesty has been pleased to
grant Simon Feater, Esq; eldest
lawful Son of the deceas'd
Simon Lord Lovat, a full and
free Pardon and Remission on
Account of his Accession to the
late unnatural Rebellion",,"September 24, 1750",nonslave
The Virginia Gazette,1,William Hunter,1751_01_31,"January 31, 1751",1751,"Parma, Sept. 21. Last
Wednesday we had a little
Insurrection or Tumult here,
which might have been
attended with sad
Consequences, if the
Government had not quell'd it
before it got to a Head. The
Occasion of it was thus; One of
the Infanta's Maids of Honour
wanting a larger Apartment, the
Steward of their Royal
Highnesses Houshold allotted
her the Office of the Ducal
Chancery; and accordingly a
Number of Porters were set to
work, to removed every Thing
out of that Office to another
Part of the Palace: But as the
Archieves of the Country were
kept in that Office, and as the
People look upon them as
sacred Things, which ought
never to be removed out of
their Palace, a great Crowd
soon gather'd about the Porters,
and without any farther Inquiry
were beginning to handle them
very roughly, when the
Magistrates interposed, and
appeased the Tumult. However,
the Populace are not yet quite
satisfied that the Court does not
intend to run away with the
Archieves",,"January 31, 1751",nonslave
The Virginia Gazette,1,William Hunter,1751_02_07,"February  7, 1751",1751,"When the Reader reflects on
the different Dispositions of the
same Estates made by all these
Deeds and Wills, he will be
able to judge, whether they are
not the Productions of a Man
contriving such Schemes as
would be most beneficial for
his Patrons, rather than the Acts
of one depressed by Age, and
in Expectation of an
approaching Dissolution.
In short, so intricate were the
several Causes of Dispute, and
carried to so great a Length,
that the Hearing took up seven
Days before the Lord High
Chancellor; but by his great
Assiduity and Sagacity, he
became so well acquainted with
the Merits, that on Aug. 5,
1748, he pronounced that a
Trial should be had in the
King's Bench, by a special Jury
of Gentlemen of Herefordshire,
on the Validity of the Will of
Oct. 1736, and the Writings of
June 18 and 19, on which a
Verdict having passed,
grounded on Forgery, his
Lordship on July 18, 1749,
made a Decree, by which the
Heir had Possession of his
Father's Estates, and the
Opposers were to pay Costs.—
An authentick Account of all
the Proceedings is published by
W. Sandby in Fleet-street,
London, in which it is
observed, ""That when the
Friends of the Lunatic first
undertook his Defence, they
had all imaginable
Discouragements; they were to
engage with an artful Set of
Men, who had been intrenching
themselves, for many Years, in
deep Plots and Contrivances,
and were all bound by their
Interest, and the Danger which
hung over their Heads, to an
inviolable Secrecy; so that for
some Time few Discoveries
could be made: At length many
Circumstances appeared in
their Favour; the Intricacy of
the Case raised the Attention,
and the Distresses of the
Lunatick, moved the Humanity
of the Court; Gentlemen of the
highest Eminence in the
Profession of the Law stood up
in his Defence, who all exerted
their utmost Abilities in his
Favour, with a very uncommon
Zeal, Generosity and
Application: And his Cause
was at last submitted to the
Decision of a Judge, too
discerning to be imposed upon
by the most complicated Fraud.",plotting,"February  7, 1751",nonslave
The Virginia Gazette,1,William Hunter,1751_02_21,"February 21, 1751",1751,"Upon the Accession of the late
King, his Grace was restored to
several of his Posts, and was
made Commander in Chief of
the Force in Scotland;
consequently, when the
Rebellion broke out in 1715, he
was ordered to repair to
Scotland, to take upon him the
Command of the King's Forces
there: But as he happened at
that Time to be no great
Favourite at Court, he was left
for a long Time with not much
above 2000 regular Troops, to
make Head against the Rebels,
who had got together an Army
of near 10,000 Men. However,
he defended the Pass at
Stirling, and prevented the
March of the main Body
Southward, 'til Nov. 13. when
having received a
Reinforcement of two
Regiments of Foot, and a
Regiment of Dragoons from
Ireland, he marched out and
met the Rebels that Day at
Dumblain, where a Battle
ensued with various Success,
but had such a happy Effect as
to force the Rebels to retire
back again to Perth; so that in
its Consequences it was little
short of a compleat Victory, and
may be said to have put an End
to the Rebellion.",,"February 21, 1751",nonslave
The Virginia Gazette,1,William Hunter,1751_03_21,"March 21, 1751",1751,"Dec. 21. The Wardens and
Court of Assistants of
Fishmongers, went in
Procession, from their Hall in
Thames-Street, to Leicester-
House; to present his Royal
Highness the Prince of Wales,
with the Freedom of their
Company. The prime Warden,
presented his Royal Highness
(who was seated, and
surrounded by the young
Princes, and the Lords of his
Court) with his Freedom in a
Gold Box of exquisite
Workmanship. At the same
Time Mr. Tomkyns, Clerk of
the Company, addres'd his
Royal Highness in the
following Speech; [They all
had the Honour of kissing the
Prince's Hand; and after being
entertain'd, by his Royal
Highness's Desire, they return'd
back in the same Order they
came.]
May it please your Royal
Highness,
THE Warden and Commonalty
of the Mystery of Fishmongers
of the City of London, beg
Leave to return their unfeigned
Thanks for this additional
Honour of being permitted to
wait your Royal Highness with
your Freedom of their
Company.
This worshipful Company, Sir,
is fourth in Precedency of the
several Companies of the City
of London. But, Sir, inferior to
none in Zeal and Affection to
his Majesty, your Royal
Highness, the Princess, and the
whole Royal Family.
The Fishmongers were
incorporated so long ago as in
the Reign of King Richard II.
and their Charter has been
renewed and confirmed in
several Reigns since that Time.
This Company, Sir, are famous
for having had near 60 Lords
Mayors of the City of London,
besides many of the most
considerable Merchants and
eminent Citizens, free of it; one
of which, Sir William
Walworth, is recorded in
History for his Bravery, in the
4th Year of Richard II. when he
was the second Time Lord
Mayor of London, for
destroying with his own Hand,
that notorious Rebel Watt Tyler,
then at the Head of 30,000
Rebels, and thereby putting and
End to a very dangerous
Rebellion, of which he was the
Promoter and Ringleader.
But, Sir, these are Honours no
longer to be boasted of, when
such infinitely greater are
conferred by your Royal
Highness, in condescending to
accept of the Freedom of the
Company.
To which his Royal Highness
was pleased to make the
following most
gracious Answer.
Gentlemen,
ALL Marks of Regard that
come from any Branch of the
City of London are very
agreeable to me; and your
Company will always find me a
sincere and hearty Friend",,"March 21, 1751",nonslave
The South Carolina Gazette,NA,Peter Timothy,1751_05_20,"May 20, 1751",1751,"LONDON, January 29.
Yesterday the Right Hon. John
Lord St. John of Bletsoe took
the oaths and his seat in the
house of peers.
As did also the Right Rev. lord
bishop of Bristol.
The next heirs to the lord
Forbes of Pitsligo, who was
concerned in the late rebellion,
are applying to parliament for a
confirmation of a decree of the
lords of session in Scotland,
which was in their favour, in
order to recover to that family
the forfeited estate.",,"May 20, 1751",nonslave
The Virginia Gazette,1,William Hunter,1751_06_20,"June 20, 1751",1751,"Letters from New Spain say,
that the Indians in several Parts
of the Kingdom have rebelled
against the Spaniards; and that
some of the Magistrates have
been murder'd by the Rebels,
who afterwards drank the
Blood",indigenous rebellion against the spaniards,"June 20, 1751",nonslave
The Virginia Gazette,1,William Hunter,1751_07_11,"July 11, 1751",1751,"According to Advices from
Genoa, a Plot is likely to be
brought to Light; for the Post-
Boy that goes with the Mail
from Viterbo to Road, was
lately stop'd near Ronciglione
by five Men mask'd, who made
him alight, opened the Mail,
and took out only one Letter,
which they read, sealed it up
again, stung it back into the
Bag, and then told the Post-Boy
he might proceed to Rome. The
same Letters observe, that
Conferences are more frequent
than ever at the Court of Turin,
and his Royal Highness the
Duke of Savoy constantly
presides therein: 'Tis pretended
those Conferences turn chiefly
on military Affairs, and that
some new Regulation, relating
to the Troops, will speedily be
published. April 16. Last Saturday came
an Account from Spain, that the
Court had received Advice
from New Spain, that a second
Insurrection had happened
there, and that the Populace
having got the better of the
Governor of Peru's Party, took
him out of the House, and
publickly executed him, by
cutting his Head off.",also indigenous rebellion against the spaniards,"July 11, 1751",nonslave
