document,count_sents,all_passives,passive_count,passive_sents_count,passive_percentages,binary,doc_id,file_name,date
"As to their Chief, the Pretender's Son, he is and his been long indisposed at Inverness, and as to the Heads of the Claps that are about him, they differ with each other and with him.",1,['been long indisposed'],1,1,1.0,1,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
Last Week Glenbucket's Men mutined for Want of Pay;,1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"and for some Time past they have been working at a Place called Findorn, in sitting up a little Sloop or two, which are to be sent to France, and in Probability, their Prince and some of his Associates will take their Passage in them.",1,['be sent'],1,1,1.0,1,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"It is believed that the French will quickly grow weary of sending them Supplies in the Manner they have hitherto done, from the bad Luck they have had in it;",1,['is believed'],1,1,1.0,1,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"for not long ago the Sheerness Man of War ran one of their Privateers on short, out of which  Officers and about  Men, with much Difficulty, to Land which only prolonged their Ruin for a few Hours, for the News reaching Lord Rea's Country, his Son, Capt. Mackay, with a good Number of his Father's Tennants, sell upon them killed near Half of them, and made the rest Prisoners, The Highlanders never attack any Places that are capable of making a Defence, of which their besieging Fort William is an Instance.",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"Capt. Scott who commands there, hearing they had a Parcel of black Cattle drove into their Quarters for their Subsistance, made a lucky Sally with his Garrison, and carried them all off.",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"They have been throwing some Hundred as they had at Fort Augustus, but have done no more Mischief than Killing one Man, and wounding another, so that we are no longer in any Pain about that Fortress.",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"Their Siege of Blair Castle is like to turn to the same Account, tho' that is more properly a Blockade, since even their advanced Parties were never within a Mile of the Place.",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"This is all the News I have to write to you at present, and when I set Pen to Paper again, I hope to send you some what of greater Importance."" April .",2,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"We are inform'd that on Lord Crawford's advancing with a Party of  Dragoons, the Rebels rais'd the Stage of Blair, and retir'd  Miles, to Dalnocatdisk, leaving the Place in Possession of Lord Crawford, and the Duke of Athol.",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"A Gentleman who left Glasgow the th of March, informs us, that the Rebels were then  or , strong;",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"but that the passes were so well guarded, that they could come to the Southward , and that they were in great want of Provisions of Sorts.",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"From the Supplement to the Belfast , April .",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"Just arriv'd two Scotch Packets, which bring the following Particulars of the late glorious Victory obtain'd by his Royal Highness the Duke of Cumberland over the Rebels.",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"Edinburg, April .",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"The Account of the Victory obtained by his Royal Highness the Duke of Cumberland, over the Rebels is confirm'd.",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"His Highness's Aid de Camp, Lord Bury, was dispatched at  o'Clock that Night, when the Action happen'd, with the News to his Majesty.",1,['was dispatched'],1,1,1.0,1,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"He took the Advantage of the Sharke Sloop, with a Design to have reach'd Newscastle but the Wind proving contrary, he landed Yesterday Morning at NorthBerwick, from whence he sent an Account to this Place, and proceeded directly to London� The Particulars which we have Hitherto learn'd are, That the Battle did not last above Half an Hour, during which Time, no Quarter was given on either side, and was exceeding bloody,�That  of the Rebels lay dead upon the Spot, and about  were killed and wounded on the King's Side.� Capt. Grasset is kill'd Col. Rich is wounded.�The Regiments that distinguished themselves most, were Barrel's and Monro's, and it is particularly remark'd that the Scotch Regiment behav'd in an extraordinary Manner.",3,"['was given', 'were killed']",2,1,0.3333333333333333,1,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"Letter from Glasgow, dated April .",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"""On Wednesday the th Inst.",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"about  in the Morning, his Royal Highness march'd from Nairn, which is  Miles from Inverness.",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"The Army had several Alarms, but at last the Rebels formed at Culloden Muir, within  Miles of Inverness, and about  o'Clock Cannon began to play, which continued close on both Sides for  Minutes.�Our Artillery had the Advantage in its Situation, and did much Execution.",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"The Frazers and McDonalds, which composed their Right Wing, made an Attack on his Royal Highness's Left, and endeavoured to come in Sword in Hand, but were so well received, and the Fire so close and Regular, that on the second Discharge, they fell into the utmost Confusion, and fled over an adjacent Hill, and the whole soon followed.""",1,[],0,0,0.0,0,98,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_03_row_98.txt,1746_07_03
"Durham, April .",1,[],0,0,0.0,0,99,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_18_row_99.txt,1746_07_18
The late glorious Victory obtained over the Rebels may very justly be called a seasonable one;,1,"['Victory obtained', 'be called']",2,1,1.0,1,99,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_18_row_99.txt,1746_07_18
"for I verily believe the Loss of it would have been attended with the most fatal Consequences to this Nation.�The Papists and Jacobites, in this County and Northumberland, waited only the Event of this Battle, to shew themselves in all Shapes of Savage Cruelty;",1,['would have been attended'],1,1,1.0,1,99,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_18_row_99.txt,1746_07_18
"and if Victory had declared on their Side, I am informed an Insurrection and general Massacre would have immediately ensu'd, which, thank God, I hope is now prevented.",1,"['am informed', 'is now prevented']",2,1,1.0,1,99,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_18_row_99.txt,1746_07_18
"�This horrid Conspiracy was discover'd at Hexam, and the Day for putting it in Execution was fixed;",1,['was fixed'],1,1,1.0,1,99,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_18_row_99.txt,1746_07_18
"but the principle Persons concerned in it, I am told, have made their Escape.",1,"['Persons concerned', 'am told']",2,1,1.0,1,99,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_18_row_99.txt,1746_07_18
Several Hundred Arms have been found in some Coal Pits near Newcastle,1,['have been found'],1,1,1.0,1,99,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_07_18_row_99.txt,1746_07_18
"The SPEECH of GEORGE, Earl of CROMARTIE, on being asked, Why Judgment of Death should not pass against Him.",1,['being asked'],1,1,1.0,1,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
"MY LORDS, I HAVE now the Misfortune to appear before your Lordships, guilty of an Offence of such a Nature as justly merits the highest Indignation of his Majesty;",1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
your Lordships;,1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
and the Publick: And it was from a Conviction of my Guilt that I did not presume to trouble your Lordships with any Defence.,1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
As I have committed Treason it is the last Thing I would attempt to justify.,1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
My only Plea shall be your Lordships Compassion;,1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
my only Refuge his Majesty's Clemency.,1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
"Under his heavy Load of Affliction I have still the Satisfaction, my Lords, of hoping that my past Conduct before the breaking out of the Rebellion was irreproachable, as to my Attachment to the present happy Establishment both in Church and State: And in Evidence of my Affection to the Government, upon the breaking out the Rebellion, I appeal to the then Commander in Chief of his Majesty's Forces at Inverness and to the Lord President of the Court of Session in Scotland, who I am sure will do Justice to my Conduct upon that Occasion.",1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
"But, my Lords, notwithstanding my determined Resolution in favour of the Government, I was unhappily seduced from that Loyalty in an unguarded Moment, by the Arts of desperate and designing Men And it is notorious, my Lords, that no sooner did I awake from the Delusion, than I felt a Remorse for my Departure from my Duty, but it was then too late.",2,['was unhappily seduced'],1,1,0.5,1,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
"Nothing, my Lords, remains but to throw my self, my Life and Fortune upon your Lordships Compassion;",1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
"but of these, my Lords as to myself, is the least Part of my Suffering.",1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
"I have involved an affectionate Wife with an unborn Infant as Parties of my Guilt to share its Penalties, I have involved my eldest Son, whose Infancy and Regard to his Parents, hurried him down to the Stream of Rebellion;",1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
I have involved also Eight innocent Children who must feel their Parent's Punishment before they know his Guilt.,1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
"Let them, my Lords, be Pledges to his Majesty;",1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
Let them be Pledges to your Lordships;,1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
Let them be Pledges to my Country for Mercy;,1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
Let the silent Eloquence of their Grief and Tests;,1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
Let the powerful Language of innocent Nature supply my Want of Eloquence and Persuasion;,1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
"Let me enjoy Mercy, but no longer than I deserve it;",1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
and let me no longer enjoy Life than I shall use it to deface the Crimes I have been guilty of.,1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
Whilst I thus interceed to his Majesty through the Mediation of your Lordships for Mercy;,1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
Let my Remorse for my Guilt as a Subject;,1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
Let the Sorrow of my Heart as a Husband;,1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
"Let the Anguish of my Mind as a Father, speak the Rest of my Misery.",1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
"As you Lordships are Men, feel as Men, but may none of you ever suffer the smallest Part of my Anguish.",1,[],0,0,0.0,0,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
"But if, after all, my Lords, my Safety, shall be found inconsistent with that of the Publick, and nothing but my Blood can stone for my unhappy Crime;",1,['shall be found'],1,1,1.0,1,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
"If the Sacrifice of my Life, my Fortune and Family, is judged indispensably necessary for stopping the loud Demands of publick Justice;",1,['is judged'],1,1,1.0,1,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
"and if the bitter Cup is not to pass from me, not mine, but they Will, O God, be done.",1,['be done'],1,1,1.0,1,100,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1746_11_10_row_100.txt,1746_11_10
Occasion'd by the Suppression of the late Unnatural REBELLION.,1,[],0,0,0.0,0,101,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_01_26_row_101.txt,1747_01_26
"On the d Letter from Mr. Corbett, Secretary to the Lords Commissioners of the Admiralty, enclosing one from the D of Newcastle to their Lordships, was read before the Court.",1,['was read'],1,1,1.0,1,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
To which Letter the C�t M�l sent the following Answer.,1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"SIR, WE desire you would be pleased to inform their lordships, that having heard their lordships letter rend to us, as well as the authentic copy of the letter to their lordships from his majesty's principal secretary of state the D.",1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
of V.,1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"signifying his majesty's royal assurance of his most gracious protection, for procuring to us a sufficient satisfaction for the late indignity offer'd to us, and that proper methods, will be taken for preventing any thing of the like nature for the future, according to their lordships desire, we are unanimously agreed to proceed upon the business.",1,"['will be taken', 'are unanimously agreed']",2,1,1.0,1,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
of the trials;,2,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"but think it incumbent upon us to give their lordships our reasons for the steps we have already taken, submitting them to their lordships further consideration, as this attack appears to us of the most dangerous consequence to the security of the nation, the authority of the lord high admiral, the privilege of the honorable, house of commons in parliament assembled, and the prerogative, of the crown.",1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"First, It appears to us, that Sir J.W.",1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
Ht.L.C.J.,1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"of the court of c � p�, having no regard to the honour and safety of his majesty, the security of the liberties and properties of his subjects, the support of the constitution, or defence of his dominions, in time of actual war with two powerful nations, favour'd, aided and abetted by rebellion at home (contrary to his duty and trust and in violation of the statute laws of the realm as well as those established by use and custom time immemorial, by which his majesty's arms by sea have been prudently, wifely and effectually governed, to the great glory of his majesty, and protection of his subjects, as well as in open defiance of his majesty's commands, in consequence of an address from the honorable house of commons in parliament assembled) the said L.C.J.",1,['those established'],1,1,1.0,1,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
W.,1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"did issue his writ, on the th day of May, in the th year of his present majesty's reign, to arrest, and secure the persons of Perry Mayne, Esq;",1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"and James Rentone, Esq;",2,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"members constituent, and judges of the court martial then fitting, by orders of the lords commissioners for executing the Office of lord high admiral of Great Britain, and by virtue of the power to them given by the Stat, of  K.",1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
Cha.,1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"II. the said judges being duly qualify'd as the act require?, and did cause the said writ to be served on the said Perry Mayne, Esq;",2,['be served'],1,1,0.5,1,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"by Which craft and subtle device, as far as in him layeth, he did let, respite, and disturb the laws of the land;",1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"and, by forcibly taking away the judges, prevent the execution of Justice, and elude the commands of his majesty, grounded upon the address of the honorable house of commons in parliament assembled;",1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"and tho in a clause subjoined to the said writ, it was artfully added, that the president it served with this process to the intent that he may, by his attorneys appear in his majesty's court of c� p�, it appears to us diet this evasion is only provided to the intent that we might possibly, thro' oversight, proceed in our judicial capacity;",2,"['was artfully added', 'is only provided']",2,2,1.0,1,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"and that, by some reserved device, as well our general proceedings, as our final determination and sentence might he declared invalid, void, and of none effect, to the entire defecting of this solemn, grand and national enquiry Secondly.",1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
That the for this writ was an action recommended by the said L.C.J.,1,['action recommended'],1,1,1.0,1,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"open court, for damages against the said Perry Mag, Esq;",1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"for the sentence of a court martial held, by virtue of the statue laws of this realm at Jamaica, court the said Perry Maynt, Esq;",1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"and James , Esq;",1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"members constitutes or judges, properly qualified as the known laws of the realm, as well statutes as use and Thirdly, That, in consequence of the said breach and violation of the laws of the Kingdom, as well as insult to a court of judicature, sitting to determine in the which by constitution, never acknowledged any superior nor appeal from its sentence, but to his majesty's prerogative, as him layeth, the whole order, discipline and government of his majesty's armies by seat is entirely and absolutely dissolved, and the statute of .",1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
K.,1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
Cha.,1,[],0,0,0.0,0,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"II. made ll and void, bywhich most wicked device the honour of his majesty is betrayed, the security of his subjects is exposed, and the fundamental laws of the constitution subverted.",1,"['is betrayed', 'is exposed']",2,1,1.0,1,102,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_06_row_102.txt,1747_04_06
"On Wednesday last, being the BirthDay of his Royal Highness Prince William Augustus, Duke of Cumberland and Thursday the Anniversary of his Defeat of the Rebels at Culloden, the Gardens in this Town were entirely stripp'd of all their SweetWilliams, which were worn, by as many of the zealous WellWishers to the Protestant Cause and the Hanover Succession, as could get them.",1,['were worn'],1,1,1.0,1,103,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_10_row_104.txt,1747_04_10
"A Discharge of the Cannon from Granville's Bastion was made the Birth Day many Houses were finely illuminated on both Evenings, and the vessels in the Harbour made a very pretty Appearance both Days with Flags and Streamers,�amongst which Capt. Paul distinguished his on the second Day by a handsome Audition of LaurelBoughs;",1,"['was made', 'were finely illuminated']",2,1,1.0,1,103,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1747_04_10_row_104.txt,1747_04_10
